TaxonomicName,CatalogueNumber,Clade,Order,Family,Genus,FullName,VernacularName,Habit,LeafArrangement,LeafForm,LeafVenation,LeafMargin,Stipules,Exudate,StemArmature,Tendrils
Agrocharis melanantha,K000953225,Eudicots-Asterids,Apiales,Apiaceae,Agrocharis,Agrocharis melanantha Hochst. ,,herb,alternate,bipinnate,pinnate,toothed,absent,none,absent,absent
Agrocharis melanantha,K000608297,Eudicots-Asterids,Apiales,Apiaceae,Agrocharis,Agrocharis melanantha Hochst. ,,herb,alternate,bipinnate,pinnate,toothed,absent,none,absent,absent
Agrocharis melanantha,K002724678,Eudicots-Asterids,Apiales,Apiaceae,Agrocharis,Agrocharis melanantha Hochst. ,,herb,alternate,bipinnate,pinnate,toothed,absent,none,absent,absent
Agrocharis melanantha,K002724677,Eudicots-Asterids,Apiales,Apiaceae,Agrocharis,Agrocharis melanantha Hochst. ,,herb,alternate,bipinnate,pinnate,toothed,absent,none,absent,absent
Agrocharis melanantha,K002724676,Eudicots-Asterids,Apiales,Apiaceae,Agrocharis,Agrocharis melanantha Hochst. ,,herb,alternate,bipinnate,pinnate,toothed,absent,none,absent,absent
Centella tussilaginifolia,K000310269,Eudicots-Asterids,Apiales,Apiaceae,Centella,Centella tussilaginifolia (Baker) Domin ,,herb,alternate,simple,palmate,crenate,absent,none,absent,absent
Centella tussilaginifolia,K000310274,Eudicots-Asterids,Apiales,Apiaceae,Centella,Centella tussilaginifolia (Baker) Domin ,,herb,alternate,simple,palmate,crenate,absent,none,absent,absent
Phellolophium madagascariense,K000311320,Eudicots-Asterids,Apiales,Apiaceae,Phellolophium,Phellolophium madagascariense Baker ,,herb,alternate,bipinnate,pinnate,toothed,absent,none,absent,absent
Phellolophium madagascariense,K000311328,Eudicots-Asterids,Apiales,Apiaceae,Phellolophium,Phellolophium madagascariense Baker ,,herb,alternate,bipinnate,pinnate,toothed,absent,none,absent,absent
Phellolophium madagascariense,K000311327,Eudicots-Asterids,Apiales,Apiaceae,Phellolophium,Phellolophium madagascariense Baker ,,herb,alternate,bipinnate,pinnate,toothed,absent,none,absent,absent
Phellolophium madagascariense,K000311329,Eudicots-Asterids,Apiales,Apiaceae,Phellolophium,Phellolophium madagascariense Baker ,,herb,alternate,bipinnate,pinnate,toothed,absent,none,absent,absent
Phellolophium madagascariense,K000311326,Eudicots-Asterids,Apiales,Apiaceae,Phellolophium,Phellolophium madagascariense Baker ,,herb,alternate,bipinnate,pinnate,toothed,absent,none,absent,absent
Sanicula elata,K002645619,Eudicots-Asterids,Apiales,Apiaceae,Sanicula,Sanicula elata Buch.-Ham. ex D. Don ,,herb,alternate,palmate,palmate,toothed,absent,none,absent,absent
Sanicula elata,K002645620,Eudicots-Asterids,Apiales,Apiaceae,Sanicula,Sanicula elata Buch.-Ham. ex D. Don ,,herb,alternate,palmate,palmate,toothed,absent,none,absent,absent
Sanicula elata,K002645618,Eudicots-Asterids,Apiales,Apiaceae,Sanicula,Sanicula elata Buch.-Ham. ex D. Don ,,herb,alternate,palmate,palmate,toothed,absent,none,absent,absent
Sanicula elata,K002645621,Eudicots-Asterids,Apiales,Apiaceae,Sanicula,Sanicula elata Buch.-Ham. ex D. Don ,,herb,alternate,palmate,palmate,toothed,absent,none,absent,absent
Sanicula elata,K002645622,Eudicots-Asterids,Apiales,Apiaceae,Sanicula,Sanicula elata Buch.-Ham. ex D. Don ,,herb,alternate,palmate,palmate,toothed,absent,none,absent,absent
Hydrocotyle mannii,K005514641,Eudicots-Asterids,Apiales,Araliaceae,Hydrocotyle,Hydrocotyle mannii Hook. f. ,,herb;shrub,alternate,simple,palmate,crenate,present,none,absent,absent
Hydrocotyle mannii,K005514639,Eudicots-Asterids,Apiales,Araliaceae,Hydrocotyle,Hydrocotyle mannii Hook. f. ,,herb;shrub,alternate,simple,palmate,crenate,present,none,absent,absent
Hydrocotyle mannii,K005514642,Eudicots-Asterids,Apiales,Araliaceae,Hydrocotyle,Hydrocotyle mannii Hook. f. ,,herb;shrub,alternate,simple,palmate,crenate,present,none,absent,absent
Hydrocotyle mannii,K005514640,Eudicots-Asterids,Apiales,Araliaceae,Hydrocotyle,Hydrocotyle mannii Hook. f. ,,herb;shrub,alternate,simple,palmate,crenate,present,none,absent,absent
Hydrocotyle mannii,K005514643,Eudicots-Asterids,Apiales,Araliaceae,Hydrocotyle,Hydrocotyle mannii Hook. f. ,,herb;shrub,alternate,simple,palmate,crenate,present,none,absent,absent
Neocussonia staufferiana,K004988202,Eudicots-Asterids,Apiales,Araliaceae,Neocussonia,"Neocussonia staufferiana (Bernardi) Lowry, G.M. Plunkett, Gostel & Frodin ",,Species,alternate,palmate,palmate,entire,caducous,none,absent,absent
Neocussonia staufferiana,K004988203,Eudicots-Asterids,Apiales,Araliaceae,Neocussonia,"Neocussonia staufferiana (Bernardi) Lowry, G.M. Plunkett, Gostel & Frodin ",,Species,alternate,palmate,palmate,entire,caducous,none,absent,absent
Neocussonia staufferiana,K000664186,Eudicots-Asterids,Apiales,Araliaceae,Neocussonia,"Neocussonia staufferiana (Bernardi) Lowry, G.M. Plunkett, Gostel & Frodin ",,Species,alternate,palmate,palmate,entire,caducous,none,absent,absent
Neocussonia staufferiana,K004988204,Eudicots-Asterids,Apiales,Araliaceae,Neocussonia,"Neocussonia staufferiana (Bernardi) Lowry, G.M. Plunkett, Gostel & Frodin ",,Species,alternate,palmate,palmate,entire,caducous,none,absent,absent
Neocussonia vantsilana,K004988205,Eudicots-Asterids,Apiales,Araliaceae,Neocussonia,"Neocussonia vantsilana (Baker) Lowry, G.M. Plunkett, Gostel & Frodin ",,Species,alternate,palmate,palmate,entire,caducous,none,absent,absent
Neocussonia vantsilana,K004988206,Eudicots-Asterids,Apiales,Araliaceae,Neocussonia,"Neocussonia vantsilana (Baker) Lowry, G.M. Plunkett, Gostel & Frodin ",,Species,alternate,palmate,palmate,entire,caducous,none,absent,absent
Neocussonia vantsilana,K001037200,Eudicots-Asterids,Apiales,Araliaceae,Neocussonia,"Neocussonia vantsilana (Baker) Lowry, G.M. Plunkett, Gostel & Frodin ",,Species,alternate,palmate,palmate,entire,caducous,none,absent,absent
Neocussonia vantsilana,K001614334,Eudicots-Asterids,Apiales,Araliaceae,Neocussonia,"Neocussonia vantsilana (Baker) Lowry, G.M. Plunkett, Gostel & Frodin ",,Species,alternate,palmate,palmate,entire,caducous,none,absent,absent
Neocussonia vantsilana,K004988207,Eudicots-Asterids,Apiales,Araliaceae,Neocussonia,"Neocussonia vantsilana (Baker) Lowry, G.M. Plunkett, Gostel & Frodin ",,Species,alternate,palmate,palmate,entire,caducous,none,absent,absent
Polyscias amplifolia,K000350346,Eudicots-Asterids,Apiales,Araliaceae,Polyscias,Polyscias amplifolia (Baker) Harms ,,shrub;tree,alternate,imparipinnate,pinnate,toothed,caducous,none,absent,absent
Polyscias amplifolia,K000350344,Eudicots-Asterids,Apiales,Araliaceae,Polyscias,Polyscias amplifolia (Baker) Harms ,,shrub;tree,alternate,imparipinnate,pinnate,toothed,caducous,none,absent,absent
Polyscias amplifolia,K000350343,Eudicots-Asterids,Apiales,Araliaceae,Polyscias,Polyscias amplifolia (Baker) Harms ,,shrub;tree,alternate,imparipinnate,pinnate,toothed,caducous,none,absent,absent
Polyscias amplifolia,K000388135,Eudicots-Asterids,Apiales,Araliaceae,Polyscias,Polyscias amplifolia (Baker) Harms ,,shrub;tree,alternate,imparipinnate,pinnate,toothed,caducous,none,absent,absent
Polyscias amplifolia,K000350345,Eudicots-Asterids,Apiales,Araliaceae,Polyscias,Polyscias amplifolia (Baker) Harms ,,shrub;tree,alternate,imparipinnate,pinnate,toothed,caducous,none,absent,absent
Polyscias briquetiana,K004902825,Eudicots-Asterids,Apiales,Araliaceae,Polyscias,Polyscias briquetiana (Bernardi) Lowry & G.M. Plunkett ,,tree,alternate,imparipinnate,pinnate,toothed,caducous,none,absent,absent
Polyscias briquetiana,K004902826,Eudicots-Asterids,Apiales,Araliaceae,Polyscias,Polyscias briquetiana (Bernardi) Lowry & G.M. Plunkett ,,tree,alternate,imparipinnate,pinnate,toothed,caducous,none,absent,absent
Polyscias duplicata,K001769397,Eudicots-Asterids,Apiales,Araliaceae,Polyscias,Polyscias duplicata (Thouars ex Baill.) Lowry & G.M. Plunkett ,,shrub;tree,alternate,imparipinnate,pinnate,toothed,caducous,none,absent,absent
Polyscias duplicata,K001769396,Eudicots-Asterids,Apiales,Araliaceae,Polyscias,Polyscias duplicata (Thouars ex Baill.) Lowry & G.M. Plunkett ,,shrub;tree,alternate,imparipinnate,pinnate,toothed,caducous,none,absent,absent
Polyscias duplicata,K001769398,Eudicots-Asterids,Apiales,Araliaceae,Polyscias,Polyscias duplicata (Thouars ex Baill.) Lowry & G.M. Plunkett ,,shrub;tree,alternate,imparipinnate,pinnate,toothed,caducous,none,absent,absent
Polyscias duplicata,K000937518,Eudicots-Asterids,Apiales,Araliaceae,Polyscias,Polyscias duplicata (Thouars ex Baill.) Lowry & G.M. Plunkett ,,shrub;tree,alternate,imparipinnate,pinnate,toothed,caducous,none,absent,absent
Polyscias multibracteata,K000350332,Eudicots-Asterids,Apiales,Araliaceae,Polyscias,Polyscias multibracteata (Baker) Harms ,,shrub;tree,alternate,imparipinnate,pinnate,toothed,caducous,none,absent,absent
Polyscias multibracteata,K004902636,Eudicots-Asterids,Apiales,Araliaceae,Polyscias,Polyscias multibracteata (Baker) Harms ,,shrub;tree,alternate,imparipinnate,pinnate,toothed,caducous,none,absent,absent
Polyscias multibracteata,K004902637,Eudicots-Asterids,Apiales,Araliaceae,Polyscias,Polyscias multibracteata (Baker) Harms ,,shrub;tree,alternate,imparipinnate,pinnate,toothed,caducous,none,absent,absent
Polyscias multibracteata,K004902635,Eudicots-Asterids,Apiales,Araliaceae,Polyscias,Polyscias multibracteata (Baker) Harms ,,shrub;tree,alternate,imparipinnate,pinnate,toothed,caducous,none,absent,absent
Polyscias multibracteata,K004902634,Eudicots-Asterids,Apiales,Araliaceae,Polyscias,Polyscias multibracteata (Baker) Harms ,,shrub;tree,alternate,imparipinnate,pinnate,toothed,caducous,none,absent,absent
Polyscias myrsine,K001980726,Eudicots-Asterids,Apiales,Araliaceae,Polyscias,Polyscias myrsine Bernardi ,,tree,alternate,imparipinnate,pinnate,toothed,caducous,none,absent,absent
Polyscias myrsine,K004902732,Eudicots-Asterids,Apiales,Araliaceae,Polyscias,Polyscias myrsine Bernardi ,,tree,alternate,imparipinnate,pinnate,toothed,caducous,none,absent,absent
Polyscias myrsine,K004902729,Eudicots-Asterids,Apiales,Araliaceae,Polyscias,Polyscias myrsine Bernardi ,,tree,alternate,imparipinnate,pinnate,toothed,caducous,none,absent,absent
Polyscias myrsine,K004902731,Eudicots-Asterids,Apiales,Araliaceae,Polyscias,Polyscias myrsine Bernardi ,,tree,alternate,imparipinnate,pinnate,toothed,caducous,none,absent,absent
Polyscias myrsine,K004902730,Eudicots-Asterids,Apiales,Araliaceae,Polyscias,Polyscias myrsine Bernardi ,,tree,alternate,imparipinnate,pinnate,toothed,caducous,none,absent,absent
Polyscias ornifolia,K000663348,Eudicots-Asterids,Apiales,Araliaceae,Polyscias,Polyscias ornifolia (Baker) Harms ,,tree,alternate,imparipinnate,pinnate,toothed,caducous,none,absent,absent
Polyscias ornifolia,K000663348_a,Eudicots-Asterids,Apiales,Araliaceae,Polyscias,Polyscias ornifolia (Baker) Harms ,,tree,alternate,imparipinnate,pinnate,toothed,caducous,none,absent,absent
Polyscias ornifolia,K000751606,Eudicots-Asterids,Apiales,Araliaceae,Polyscias,Polyscias ornifolia (Baker) Harms ,,tree,alternate,imparipinnate,pinnate,toothed,caducous,none,absent,absent
Polyscias ornifolia,K000751606_a,Eudicots-Asterids,Apiales,Araliaceae,Polyscias,Polyscias ornifolia (Baker) Harms ,,tree,alternate,imparipinnate,pinnate,toothed,caducous,none,absent,absent
Polyscias ornifolia,K000350338,Eudicots-Asterids,Apiales,Araliaceae,Polyscias,Polyscias ornifolia (Baker) Harms ,,tree,alternate,imparipinnate,pinnate,toothed,caducous,none,absent,absent
Polyscias ornifolia,K000350336,Eudicots-Asterids,Apiales,Araliaceae,Polyscias,Polyscias ornifolia (Baker) Harms ,,tree,alternate,imparipinnate,pinnate,toothed,caducous,none,absent,absent
Polyscias ornifolia,K000350337,Eudicots-Asterids,Apiales,Araliaceae,Polyscias,Polyscias ornifolia (Baker) Harms ,,tree,alternate,imparipinnate,pinnate,toothed,caducous,none,absent,absent
Polyscias zanthoxyloides,K000350334,Eudicots-Asterids,Apiales,Araliaceae,Polyscias,Polyscias zanthoxyloides (Baker) Harms ,,tree,alternate,imparipinnate,pinnate,toothed,caducous,none,absent,absent
Polyscias zanthoxyloides,K001036355,Eudicots-Asterids,Apiales,Araliaceae,Polyscias,Polyscias zanthoxyloides (Baker) Harms ,,tree,alternate,imparipinnate,pinnate,toothed,caducous,none,absent,absent
Polyscias zanthoxyloides,K000350335,Eudicots-Asterids,Apiales,Araliaceae,Polyscias,Polyscias zanthoxyloides (Baker) Harms ,,tree,alternate,imparipinnate,pinnate,toothed,caducous,none,absent,absent
Polyscias zanthoxyloides,K004902654,Eudicots-Asterids,Apiales,Araliaceae,Polyscias,Polyscias zanthoxyloides (Baker) Harms ,,tree,alternate,imparipinnate,pinnate,toothed,caducous,none,absent,absent
Polyscias zanthoxyloides,K000350333,Eudicots-Asterids,Apiales,Araliaceae,Polyscias,Polyscias zanthoxyloides (Baker) Harms ,,tree,alternate,imparipinnate,pinnate,toothed,caducous,none,absent,absent
Pittosporum ochrosiifolium,K001895565,Eudicots-Asterids,Apiales,Pittosporaceae,Pittosporum,Pittosporum ochrosiifolium Bojer ,,tree,alternate,simple,pinnate,entire,absent,clear resin,absent,absent
Pittosporum ochrosiifolium,K001037074,Eudicots-Asterids,Apiales,Pittosporaceae,Pittosporum,Pittosporum ochrosiifolium Bojer ,,tree,alternate,simple,pinnate,entire,absent,clear resin,absent,absent
Pittosporum ochrosiifolium,K001037084,Eudicots-Asterids,Apiales,Pittosporaceae,Pittosporum,Pittosporum ochrosiifolium Bojer ,,tree,alternate,simple,pinnate,entire,absent,clear resin,absent,absent
Pittosporum ochrosiifolium,K001932175,Eudicots-Asterids,Apiales,Pittosporaceae,Pittosporum,Pittosporum ochrosiifolium Bojer ,,tree,alternate,simple,pinnate,entire,absent,clear resin,absent,absent
Pittosporum ochrosiifolium,K001895546,Eudicots-Asterids,Apiales,Pittosporaceae,Pittosporum,Pittosporum ochrosiifolium Bojer ,,tree,alternate,simple,pinnate,entire,absent,clear resin,absent,absent
Ilex mitis,K000937655,Eudicots-Asterids,Aquifoliales,Aquifoliaceae,Ilex,Ilex mitis (L.) Radlk. ,,shrub;tree,alternate,simple,pinnate,toothed,caducous,none,absent,absent
Ilex mitis,K000226204,Eudicots-Asterids,Aquifoliales,Aquifoliaceae,Ilex,Ilex mitis (L.) Radlk. ,,shrub;tree,alternate,simple,pinnate,toothed,caducous,none,absent,absent
Ilex mitis,K000449664,Eudicots-Asterids,Aquifoliales,Aquifoliaceae,Ilex,Ilex mitis (L.) Radlk. ,,shrub;tree,alternate,simple,pinnate,toothed,caducous,none,absent,absent
Ilex mitis,K000751262,Eudicots-Asterids,Aquifoliales,Aquifoliaceae,Ilex,Ilex mitis (L.) Radlk. ,,shrub;tree,alternate,simple,pinnate,toothed,caducous,none,absent,absent
Ilex mitis,K001036260,Eudicots-Asterids,Aquifoliales,Aquifoliaceae,Ilex,Ilex mitis (L.) Radlk. ,,shrub;tree,alternate,simple,pinnate,toothed,caducous,none,absent,absent
Grisollea myriantha,K001931832,Eudicots-Asterids,Aquifoliales,Stemonuraceae,Grisollea,Grisollea myriantha Baill. ,,tree,alternate,simple,pinnate,entire,absent,none,absent,absent
Grisollea myriantha,K001208558,Eudicots-Asterids,Aquifoliales,Stemonuraceae,Grisollea,Grisollea myriantha Baill. ,,tree,alternate,simple,pinnate,entire,absent,none,absent,absent
Grisollea myriantha,K000382140,Eudicots-Asterids,Aquifoliales,Stemonuraceae,Grisollea,Grisollea myriantha Baill. ,,tree,alternate,simple,pinnate,entire,absent,none,absent,absent
Grisollea myriantha,K000382141,Eudicots-Asterids,Aquifoliales,Stemonuraceae,Grisollea,Grisollea myriantha Baill. ,,tree,alternate,simple,pinnate,entire,absent,none,absent,absent
Grisollea myriantha,K000382138,Eudicots-Asterids,Aquifoliales,Stemonuraceae,Grisollea,Grisollea myriantha Baill. ,,tree,alternate,simple,pinnate,entire,absent,none,absent,absent
Acmella caulirhiza,K003147157,Eudicots-Asterids,Asterales,Asteraceae,Acmella,Acmella caulirhiza Delile ,,herb,opposite,simple,pinnate,toothed,absent,none,absent,absent
Acmella caulirhiza,K003147157_a,Eudicots-Asterids,Asterales,Asteraceae,Acmella,Acmella caulirhiza Delile ,,herb,opposite,simple,pinnate,toothed,absent,none,absent,absent
Acmella caulirhiza,K003147158,Eudicots-Asterids,Asterales,Asteraceae,Acmella,Acmella caulirhiza Delile ,,herb,opposite,simple,pinnate,toothed,absent,none,absent,absent
Acmella caulirhiza,K001929439,Eudicots-Asterids,Asterales,Asteraceae,Acmella,Acmella caulirhiza Delile ,,herb,opposite,simple,pinnate,toothed,absent,none,absent,absent
Acmella caulirhiza,K000662027,Eudicots-Asterids,Asterales,Asteraceae,Acmella,Acmella caulirhiza Delile ,,herb,opposite,simple,pinnate,toothed,absent,none,absent,absent
Acmella caulirhiza,K000662027_a,Eudicots-Asterids,Asterales,Asteraceae,Acmella,Acmella caulirhiza Delile ,,herb,opposite,simple,pinnate,toothed,absent,none,absent,absent
Acmella caulirhiza,K003147159,Eudicots-Asterids,Asterales,Asteraceae,Acmella,Acmella caulirhiza Delile ,,herb,opposite,simple,pinnate,toothed,absent,none,absent,absent
Anisopappus sylvaticus,K002328561,Eudicots-Asterids,Asterales,Asteraceae,Anisopappus,Anisopappus sylvaticus (Humbert) Wild ,,herb,alternate,simple,pinnate,toothed,absent,none,absent,absent
Anisopappus sylvaticus,K002328562,Eudicots-Asterids,Asterales,Asteraceae,Anisopappus,Anisopappus sylvaticus (Humbert) Wild ,,herb,alternate,simple,pinnate,toothed,absent,none,absent,absent
Anisopappus sylvaticus,K002328563,Eudicots-Asterids,Asterales,Asteraceae,Anisopappus,Anisopappus sylvaticus (Humbert) Wild ,,herb,alternate,simple,pinnate,toothed,absent,none,absent,absent
Anisopappus sylvaticus,K000662043,Eudicots-Asterids,Asterales,Asteraceae,Anisopappus,Anisopappus sylvaticus (Humbert) Wild ,,herb,alternate,simple,pinnate,toothed,absent,none,absent,absent
Anisopappus sylvaticus,K002328564,Eudicots-Asterids,Asterales,Asteraceae,Anisopappus,Anisopappus sylvaticus (Humbert) Wild ,,herb,alternate,simple,pinnate,toothed,absent,none,absent,absent
Apodocephala pauciflora,K000450153,Eudicots-Asterids,Asterales,Asteraceae,Apodocephala,Apodocephala pauciflora Baker ,,tree,alternate,simple,pinnate,entire,absent,none,absent,absent
Apodocephala pauciflora,K000273987,Eudicots-Asterids,Asterales,Asteraceae,Apodocephala,Apodocephala pauciflora Baker ,,tree,alternate,simple,pinnate,entire,absent,none,absent,absent
Apodocephala pauciflora,K001553368,Eudicots-Asterids,Asterales,Asteraceae,Apodocephala,Apodocephala pauciflora Baker ,,tree,alternate,simple,pinnate,entire,absent,none,absent,absent
Apodocephala pauciflora,K000664503,Eudicots-Asterids,Asterales,Asteraceae,Apodocephala,Apodocephala pauciflora Baker ,,tree,alternate,simple,pinnate,entire,absent,none,absent,absent
Apodocephala urschiana,K003134447,Eudicots-Asterids,Asterales,Asteraceae,Apodocephala,Apodocephala urschiana Humbert ,,tree,alternate,simple,pinnate,entire,absent,none,absent,absent
Brachylaena ramiflora,K000274032,Eudicots-Asterids,Asterales,Asteraceae,Brachylaena,Brachylaena ramiflora (DC.) Humbert ,,tree,alternate,simple,pinnate,entire,absent,none,absent,absent
Brachylaena ramiflora,K000662422,Eudicots-Asterids,Asterales,Asteraceae,Brachylaena,Brachylaena ramiflora (DC.) Humbert ,,tree,alternate,simple,pinnate,entire,absent,none,absent,absent
Brachylaena ramiflora,K000274033,Eudicots-Asterids,Asterales,Asteraceae,Brachylaena,Brachylaena ramiflora (DC.) Humbert ,,tree,alternate,simple,pinnate,entire,absent,none,absent,absent
Centauropsis fruticosa,K001897471,Eudicots-Asterids,Asterales,Asteraceae,Centauropsis,Centauropsis fruticosa Bojer ex DC. ,,shrub,alternate,simple,pinnate,entire,absent,none,absent,absent
Centauropsis rhaponticoides,K001898810,Eudicots-Asterids,Asterales,Asteraceae,Centauropsis,Centauropsis rhaponticoides (Baker) Drake ,,shrub,alternate,simple,pinnate,entire,absent,none,absent,absent
Centauropsis rhaponticoides,K000273354,Eudicots-Asterids,Asterales,Asteraceae,Centauropsis,Centauropsis rhaponticoides (Baker) Drake ,,shrub,alternate,simple,pinnate,entire,absent,none,absent,absent
Centauropsis rhaponticoides,K000952682,Eudicots-Asterids,Asterales,Asteraceae,Centauropsis,Centauropsis rhaponticoides (Baker) Drake ,,shrub,alternate,simple,pinnate,entire,absent,none,absent,absent
Conyza hirtella,K002336262,Eudicots-Asterids,Asterales,Asteraceae,Conyza,Conyza hirtella DC. ,,climber,alternate,simple,pinnate,toothed,absent,none,absent,absent
Conyza hirtella,K000273808,Eudicots-Asterids,Asterales,Asteraceae,Conyza,Conyza hirtella DC. ,,climber,alternate,simple,pinnate,toothed,absent,none,absent,absent
Conyza hirtella,K002336261,Eudicots-Asterids,Asterales,Asteraceae,Conyza,Conyza hirtella DC. ,,climber,alternate,simple,pinnate,toothed,absent,none,absent,absent
Conyza hirtella,K000191292,Eudicots-Asterids,Asterales,Asteraceae,Conyza,Conyza hirtella DC. ,,climber,alternate,simple,pinnate,toothed,absent,none,absent,absent
Conyza hirtella,K000662074,Eudicots-Asterids,Asterales,Asteraceae,Conyza,Conyza hirtella DC. ,,climber,alternate,simple,pinnate,toothed,absent,none,absent,absent
Crassocephalum crepidioides,K002599852,Eudicots-Asterids,Asterales,Asteraceae,Crassocephalum,Crassocephalum crepidioides (Benth.) S. Moore ,,herb,alternate,simple,pinnate,toothed,absent,none,absent,absent
Crassocephalum crepidioides,K002599850,Eudicots-Asterids,Asterales,Asteraceae,Crassocephalum,Crassocephalum crepidioides (Benth.) S. Moore ,,herb,alternate,simple,pinnate,toothed,absent,none,absent,absent
Crassocephalum crepidioides,K002599851,Eudicots-Asterids,Asterales,Asteraceae,Crassocephalum,Crassocephalum crepidioides (Benth.) S. Moore ,,herb,alternate,simple,pinnate,toothed,absent,none,absent,absent
Crassocephalum crepidioides,K002599851_a,Eudicots-Asterids,Asterales,Asteraceae,Crassocephalum,Crassocephalum crepidioides (Benth.) S. Moore ,,herb,alternate,simple,pinnate,toothed,absent,none,absent,absent
Crassocephalum crepidioides,K002599853,Eudicots-Asterids,Asterales,Asteraceae,Crassocephalum,Crassocephalum crepidioides (Benth.) S. Moore ,,herb,alternate,simple,pinnate,toothed,absent,none,absent,absent
Crassocephalum crepidioides,K002599853_a,Eudicots-Asterids,Asterales,Asteraceae,Crassocephalum,Crassocephalum crepidioides (Benth.) S. Moore ,,herb,alternate,simple,pinnate,toothed,absent,none,absent,absent
Crassocephalum crepidioides,K002599854,Eudicots-Asterids,Asterales,Asteraceae,Crassocephalum,Crassocephalum crepidioides (Benth.) S. Moore ,,herb,alternate,simple,pinnate,toothed,absent,none,absent,absent
Cyanthillium cinereum,K002545495,Eudicots-Asterids,Asterales,Asteraceae,Cyanthillium,Cyanthillium cinereum (L.) H. Rob. ,,herb,alternate,simple,pinnate,toothed,absent,none,absent,absent
Cyanthillium cinereum,K000936739,Eudicots-Asterids,Asterales,Asteraceae,Cyanthillium,Cyanthillium cinereum (L.) H. Rob. ,,herb,alternate,simple,pinnate,toothed,absent,none,absent,absent
Distephanus garnierianus,K000273319,Eudicots-Asterids,Asterales,Asteraceae,Distephanus,Distephanus garnierianus (Klatt) H. Rob. & B. Kahn ,,shrub;tree,alternate,simple,pinnate,entire,absent,none,absent,absent
Distephanus garnierianus,K000273317,Eudicots-Asterids,Asterales,Asteraceae,Distephanus,Distephanus garnierianus (Klatt) H. Rob. & B. Kahn ,,shrub;tree,alternate,simple,pinnate,entire,absent,none,absent,absent
Distephanus garnierianus,K000273320,Eudicots-Asterids,Asterales,Asteraceae,Distephanus,Distephanus garnierianus (Klatt) H. Rob. & B. Kahn ,,shrub;tree,alternate,simple,pinnate,entire,absent,none,absent,absent
Distephanus garnierianus,K000273321,Eudicots-Asterids,Asterales,Asteraceae,Distephanus,Distephanus garnierianus (Klatt) H. Rob. & B. Kahn ,,shrub;tree,alternate,simple,pinnate,entire,absent,none,absent,absent
Distephanus garnierianus,K000273318,Eudicots-Asterids,Asterales,Asteraceae,Distephanus,Distephanus garnierianus (Klatt) H. Rob. & B. Kahn ,,shrub;tree,alternate,simple,pinnate,entire,absent,none,absent,absent
Distephanus lastellei,K000662076_a,Eudicots-Asterids,Asterales,Asteraceae,Distephanus,Distephanus lastellei (Drake) H. Rob. & B. Kahn ,,climber,alternate,simple,pinnate,entire,absent,none,absent,absent
Distephanus lastellei,K000664589,Eudicots-Asterids,Asterales,Asteraceae,Distephanus,Distephanus lastellei (Drake) H. Rob. & B. Kahn ,,climber,alternate,simple,pinnate,entire,absent,none,absent,absent
Distephanus lastellei,K002535617,Eudicots-Asterids,Asterales,Asteraceae,Distephanus,Distephanus lastellei (Drake) H. Rob. & B. Kahn ,,climber,alternate,simple,pinnate,entire,absent,none,absent,absent
Distephanus lastellei,K002535619_a,Eudicots-Asterids,Asterales,Asteraceae,Distephanus,Distephanus lastellei (Drake) H. Rob. & B. Kahn ,,climber,alternate,simple,pinnate,entire,absent,none,absent,absent
Distephanus lastellei,K002535619,Eudicots-Asterids,Asterales,Asteraceae,Distephanus,Distephanus lastellei (Drake) H. Rob. & B. Kahn ,,climber,alternate,simple,pinnate,entire,absent,none,absent,absent
Distephanus lastellei,K000273336,Eudicots-Asterids,Asterales,Asteraceae,Distephanus,Distephanus lastellei (Drake) H. Rob. & B. Kahn ,,climber,alternate,simple,pinnate,entire,absent,none,absent,absent
Distephanus lastellei,K000662076,Eudicots-Asterids,Asterales,Asteraceae,Distephanus,Distephanus lastellei (Drake) H. Rob. & B. Kahn ,,climber,alternate,simple,pinnate,entire,absent,none,absent,absent
Emilia citrina,K002622033,Eudicots-Asterids,Asterales,Asteraceae,Emilia,Emilia citrina DC. ,,herb,alternate,simple,pinnate,toothed,absent,none,absent,absent
Emilia citrina,K002622034,Eudicots-Asterids,Asterales,Asteraceae,Emilia,Emilia citrina DC. ,,herb,alternate,simple,pinnate,toothed,absent,none,absent,absent
Emilia citrina,K000546018,Eudicots-Asterids,Asterales,Asteraceae,Emilia,Emilia citrina DC. ,,herb,alternate,simple,pinnate,toothed,absent,none,absent,absent
Emilia citrina,K002622035,Eudicots-Asterids,Asterales,Asteraceae,Emilia,Emilia citrina DC. ,,herb,alternate,simple,pinnate,toothed,absent,none,absent,absent
Emilia citrina,K000191300,Eudicots-Asterids,Asterales,Asteraceae,Emilia,Emilia citrina DC. ,,herb,alternate,simple,pinnate,toothed,absent,none,absent,absent
Emilia humifusa,K000891807,Eudicots-Asterids,Asterales,Asteraceae,Emilia,Emilia humifusa DC. ,,herb,alternate,simple,pinnate,toothed,absent,none,absent,absent
Emilia humifusa,K001932657,Eudicots-Asterids,Asterales,Asteraceae,Emilia,Emilia humifusa DC. ,,herb,alternate,simple,pinnate,toothed,absent,none,absent,absent
Emilia humifusa,K001929290,Eudicots-Asterids,Asterales,Asteraceae,Emilia,Emilia humifusa DC. ,,herb,alternate,simple,pinnate,toothed,absent,none,absent,absent
