TaxonomicName,CatalogueNumber,Clade,Order,Family,Genus,FullName,VernacularName,TypeStatus,TypeName,DecimalLatitude,DecimalLongitude,Locality,RecordedBy,RecordNumber,CollectionDate,Country,ImageFile
Macaranga sp.,K004152003,,,Euphorbiaceae,Macaranga,Macaranga,,,,-13.216667,49.55,,"Nusbaumer, L.",LN1004,2004-01-16,Madagascar,K004152003
Macaranga sp.,K004152368,,,Euphorbiaceae,Macaranga,Macaranga,,,,-13.261944,49.589444,,"Ranarivelo, H.; Rakotonasolo, F.; Razafindratsira, A.; Rakotoniaina, J.C.",,2004-11-25,Madagascar,K004152368
Macaranga sp.,K004152008,,,Euphorbiaceae,Macaranga,Macaranga,,,,-13.876944,48.850556,,"Antilahimena, P.; Birkinshaw, C.; Lenkarabato; Cleiment",816,2001-11-15,Madagascar,K004152008
Macaranga sp.,K004152007,,,Euphorbiaceae,Macaranga,Macaranga,,,,-14.0525,48.284167,,"Rakotomalala, L.; Malcomber, S.; Velomaro, C.; Narison",2,1993-12-01,Madagascar,K004152007
Macaranga sp.,K004152373,,,Euphorbiaceae,Macaranga,Macaranga,,,,-14.241666,49.039167,,"Callmander, M.; Buerki, S.; Wohlhauser, S.; Jovazaha (guide)",,,Madagascar,K004152373
Macaranga sp.,K001898991,,,Euphorbiaceae,Macaranga,Macaranga,,,,-14.434333,49.757167,,"Koenen, E.; Onjalalaina, G.E.; Razafindrahaja, V.S",530,2014-02-17,Madagascar,K001898991
Macaranga sp.,K001037445,,,Euphorbiaceae,Macaranga,Macaranga,,,,-14.438056,49.748611,,"Rabarijaona, R.N.; Rakotoarinivo, M.; Baker, B.; Wolf, E.",,2015-05-14,Madagascar,K001037445
Macaranga sp.,K000664367,,,Euphorbiaceae,Macaranga,Macaranga,,,,-15.322222,49.846666,,"Ralimanana, H.; Andrianaivoravelona, B.; Mananjandry, A.; Jaovita",,2009-08-29,Madagascar,K000664367
Macaranga sp.,K004152010,,,Euphorbiaceae,Macaranga,Macaranga,,,,-15.424167,49.951389,,"Antilahimena, P.",2180,2003-10-11,Madagascar,K004152010
Macaranga sp.,K001370426,,,Euphorbiaceae,Macaranga,Macaranga,,,,-15.688611,47.483889,,"Rabarijaona, N.R.; Rajaovelona, L.; Rabehevitra, D.; Rakotoarison, F.",MDG 105 10 660 a,2017-11-28,Madagascar,
Macaranga sp.,K001370565,,,Euphorbiaceae,Macaranga,Macaranga,,,,-15.69,47.485833,,"Rabarijaona, N.R.; Rajaovelona, L.; Rabehevitra, D.; Rakotoarison, F.",MDG 105 10 668,2017-11-28,Madagascar,
Macaranga sp.,K006915764,,,Euphorbiaceae,Macaranga,Macaranga,,,,-16.335278,46.789722,,"Razafiniary, V.; Rakotoarisoa, S.E.; Razanajatovo, H.; Randrianasolo, V.; Andriamanohera, M.A.; Rakotonirina, J.",VELS87,2020-03-16,Madagascar,
Macaranga sp.,K001899352,,,Euphorbiaceae,Macaranga,Macaranga,,,,-16.807778,49.17,,"Razafitalama,J.L.; Rakotoarinivo,M.; Andrianatenaina,W.; Britt,A.; Ranaivomanana,T.; Andriamasy,A.T.; Tarimy,A. Tsiafindra.",531,2003-12-13,Madagascar,
Macaranga sp.,K004152385,,,Euphorbiaceae,Macaranga,Macaranga,,,,-16.914166,49.929444,,s.coll.,JT211,2006-01-18,Madagascar,K004152385
Macaranga sp.,K004152369,,,Euphorbiaceae,Macaranga,Macaranga,,,,-18.1175,47.196666,,"Lehavana, A.; Rasolofonirina, J.J.",,2005-07-30,Madagascar,K004152369
Macaranga sp.,K004152370,,,Euphorbiaceae,Macaranga,Macaranga,,,,-18.1175,47.196666,,"Lehavana, A.; Rasolofonirina, J.J.",,2005-07-30,Madagascar,K004152370
Macaranga sp.,K004152371,,,Euphorbiaceae,Macaranga,Macaranga,,,,-18.119167,47.193333,,"Lehavana, A.; Rasolofonirina, J.J.",,2005-07-31,Madagascar,K004152371
Macaranga sp.,K004152383,,,Euphorbiaceae,Macaranga,Macaranga,,,,-18.421111,48.806389,,"Razakamalala, R.; Andriamihajarivo, T.; Andriatiana, J.",2280,2005-10-01,Madagascar,K004152383
Macaranga sp.,K001600327,,,Euphorbiaceae,Macaranga,Macaranga,,,,-18.49474,48.25551,,"Frederiksen, L.K.; Ralimanana, H.; Rasdarijony, T.; Dabo, J.; Harris, K.D.; Letsara, R.",LKF006,2022-07-01,Madagascar,K001600327
Macaranga sp.,K004152366,,,Euphorbiaceae,Macaranga,Macaranga,,,,-18.813611,48.43,,"Ranarivelo, H.; Rolland Ranaivojaona",,2004-11-11,Madagascar,K004152366
Macaranga sp.,K004152374,,,Euphorbiaceae,Macaranga,Macaranga,,,,-18.851667,48.318333,,"Antilahimena, P.; Félix",,2005-01-12,Madagascar,K004152374
Macaranga sp.,K004152381,,,Euphorbiaceae,Macaranga,Macaranga,,,,-18.875,48.48,,"van Nek, F.I.",1998,1993-10-27,Madagascar,K004152381
Macaranga sp.,K004152375,,,Euphorbiaceae,Macaranga,Macaranga,,,,-18.95,48.416667,,"Flores, T.C.; Westerhaus, A.; Randrianaivo, R.; Rabenantoandro, J.; Randriarimalala, S.",,1998-11-17,Madagascar,K004152375
Macaranga sp.,K004152380,,,Euphorbiaceae,Macaranga,Macaranga,,,,-19.065555,48.49,,"Razanatsima, A.; Rasoarivety, L.; Galy, F.; Celestin; Zavason",464,2007-09-23,Madagascar,K004152380
Macaranga sp.,K004152009,,,Euphorbiaceae,Macaranga,Macaranga,,,,-19.1,48.463333,,"Razanatsima, A.; Rasoarivety, L.; Galy, F.; Celestin; Zavason",497,2007-09-25,Madagascar,K004152009
Macaranga sp.,K004152011,,,Euphorbiaceae,Macaranga,Macaranga,,,,-19.160278,48.580278,,"Razanatsima, A.; Ranaivojaona, R.",50,2005-10-08,Madagascar,K004152011
Macaranga sp.,K004152382,,,Euphorbiaceae,Macaranga,Macaranga,,,,-19.163889,48.576111,,"Razanatsima, A.",166,2006-09-19,Madagascar,K004152382
Macaranga sp.,K001993916,,,Euphorbiaceae,Macaranga,Macaranga,,,,-19.638889,47.695333,,"Ralimanana, H.; Rajaonarison, R.",638,2004-11-18,Madagascar,K001993916
Macaranga sp.,K000952736,,,Euphorbiaceae,Macaranga,Macaranga,,,,-20.3175,47.678889,,"Rabarijaona, N.R.; Rakotonasolo, F.; Rakotoarinivo, M.; Rajaovelona, L.",ROM415,2013-11-06,Madagascar,K000952736
Macaranga sp.,K001304304,,,Euphorbiaceae,Macaranga,Macaranga,,,,-20.536111,46.39,,"Rakotonasolo, F.; Randrianasolo, V.; Rajaovelona, L.",MDG113_5 31,2018-08-31,Madagascar,K001304304
Macaranga sp.,K006971787,,,Euphorbiaceae,Macaranga,Macaranga,,,,-21.189722,47.509444,,"Heritiana,R.; Rasabo,P.; Rabeson,P.",RHS 877,2006-02-21,Madagascar,K006971787
Macaranga sp.,K004152006,,,Euphorbiaceae,Macaranga,Macaranga,,,,-21.25,47.45,,"Rakotozafy, A.; Randriamanantena, D.",293,1993-10-05,Madagascar,K004152006
Macaranga sp.,K004152379,,,Euphorbiaceae,Macaranga,Macaranga,,,,-21.253333,47.404722,,s.coll.,7986,1998-11-03,Madagascar,K004152379
Macaranga sp.,K004152378,,,Euphorbiaceae,Macaranga,Macaranga,,,,-21.26,47.42,,s.coll.,7947,1998-11-01,Madagascar,K004152378
Macaranga sp.,K004152384,,,Euphorbiaceae,Macaranga,Macaranga,,,,-21.337778,47.665555,,s.coll.,8127,1998-11-14,Madagascar,K004152384
Macaranga sp.,K000663868,,,Euphorbiaceae,Macaranga,Macaranga,,,,-21.396944,47.940556,,"Ranarivelo, T.; Krishnan, S.; Rakotonasolo, F.; Rajaomanitra, J.P.",RTI801,2007-12-14,Madagascar,K000663868
Macaranga sp.,K001873852,,,Euphorbiaceae,Macaranga,Macaranga,,,,-23.526111,47.500278,,"Bussman, R.W.; et al",15206,2008-08-26,Madagascar,K001873852
Macaranga sp.,K004152004,,,Euphorbiaceae,Macaranga,Macaranga,,,,,,,"Humblot, M.",s.n.,,Madagascar,K004152004
Macaranga sp.,K004152367,,,Euphorbiaceae,Macaranga,Macaranga,,,,,,,"Acevedo-Rdgz, P.; Razafindraibe, H.V.",,2005-09-24,Madagascar,K004152367
Macaranga sp.,K004152376,,,Euphorbiaceae,Macaranga,Macaranga,,,,,,,s.coll.,,,Madagascar,K004152376
Macaranga sp.,K004152005,,,Euphorbiaceae,Macaranga,Macaranga,,,,,,,"Bernardi, L.",11845,1967-12-13,Madagascar,K004152005
Macaranga sp.,K004152377,,,Euphorbiaceae,Macaranga,Macaranga,,,,,,,[Boivin],s.n.,1847-01-01,Comoros,K004152377
Macaranga sp.,K004152334,,,Euphorbiaceae,Macaranga,Macaranga,,,,,,,"Rabevohitra, R.",2041,,Madagascar,K004152334; K004152334_a
Macaranga sp.,K004152372,,,Euphorbiaceae,Macaranga,Macaranga,,,,,,,s.coll.,,,Madagascar,K004152372
Macaranga alnifolia,K004152154,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-12.508889,49.175833,,"Trigui, S.M.; Razanajatovo, M.H.; Ramandimbimanana, S.D.",SMT437,2008-05-27,Madagascar,K004152154
Macaranga alnifolia,K004152107,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-12.516667,49.133333,,"Andrianantoanina, O.; Bezana, R.",,1993-07-04,Madagascar,K004152107
Macaranga alnifolia,K000609815,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-12.52,49.178333,,"van Nek, F.I.",,1993-10-09,Madagascar,K000609815
Macaranga alnifolia,K004152112,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-12.525,49.172222,,"Razafimandimbison, S.G.",,1995-06-17,Madagascar,K004152112
Macaranga alnifolia,K004152129,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-12.533333,49.183333,,"Malcomber, S.; Leeuwenberg, A.; van Bergen, M.; Andriatiana, J.; Randriamampionona, B.",,1992-11-16,Madagascar,K004152129
Macaranga alnifolia,K004152106,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-12.533333,49.183333,,"Malcomber, S.; Leeuwenberg, A.; van Bergen, M.; Andriatiana, J.; Randriamampionona, B.",,1992-11-16,Madagascar,K004152106
Macaranga alnifolia,K004152144,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-12.55,49.133333,,"Schatz, G.E.; Rakotozafy, A.; D'Arcy, W.; Randrianasolo, J.",1528,1987-09-14,Madagascar,K004152144
Macaranga alnifolia,K004152135,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-12.55,49.133333,,"Schatz, G.E.; Rakotozafy, A.; D'Arcy, W.; Randrianasolo, J.",,1987-09-14,Madagascar,K004152135
Macaranga alnifolia,K004152103,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-12.566667,49.133333,,"Malcomber, S.T.; Comtet, S.",,1991-10-21,Madagascar,K004152103
Macaranga alnifolia,K004152098,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-12.583333,49.15,,"Andrianantoanina, O.; Rocsceohclher, B.",298,1993-08-26,Madagascar,K004152098
Macaranga alnifolia,K004152155,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-12.596389,49.155833,,"Gautier, L.; Ramandimbimanana, S.D.",LG5124,2007-11-04,Madagascar,K004152155
Macaranga alnifolia,K004152153,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-12.613055,49.193333,,"Trigui, S.M.; Razanajatovo, M.H.; Ramandimbimanana, S.D.",SMT344,2008-05-06,Madagascar,K004152153
Macaranga alnifolia,K004152127,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-13.2785,49.590833,,"Ranirison, P.; Nusbaumer, L.",,2005-11-20,Madagascar,K004152127
Macaranga alnifolia,K004152134,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-14.066667,48.283333,,"Derleth, P.",,1994-09-03,Madagascar,K004152134
Macaranga alnifolia,K004152096,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-14.066667,48.283333,,"Gautier, L.; Messmer, N.; Totozafy Be, S.",LG3143,1996-09-25,Madagascar,K004152096; K004152096_a
Macaranga alnifolia,K004152118,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-14.118889,48.980555,,"Ludovic, R.; Velonjaka; Razafiarison, M.",,2003-04-19,Madagascar,K004152118
Macaranga alnifolia,K004152119,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-14.118889,48.980555,,"Ludovic, R.; Velonjaka; Razafiarison, M.",,2003-04-19,Madagascar,K004152119
Macaranga alnifolia,K004152163,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-14.1525,48.955833,,"Birkinshaw, C.",927,2001-10-16,Madagascar,K004152163
Macaranga alnifolia,K004152104,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-14.436944,49.743611,,"Lewis, B.; Rasoavimbahoaka, F.; Rastefanonirina, J.",,1994-09-29,Madagascar,K004152104
Macaranga alnifolia,K004152121,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-14.688889,49.541667,,"Ravelonarivo, D.; Rabesonina, R.",,1995-09-01,Madagascar,K004152121; K004152121_a
Macaranga alnifolia,K004152095,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-15.283333,50,,"Flores, T.C.; Andriantiana, J.; Harimalala, P.",54,1998-11-12,Madagascar,K004152095
Macaranga alnifolia,K004152088,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-15.5,49.766667,,"Schatz, G.E.",2758,1989-09-28,Madagascar,K004152088; K004152088_a
Macaranga alnifolia,K004152123,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-15.625,49.975,,"Schatz, G.E.; van der Werff, H.; Gray, B.; Razafimandimbison, S.G.",,1992-10-25,Madagascar,K004152123
Macaranga alnifolia,K004152126,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-17.483333,48.716667,,"Ratovoson, F.; Rakotonandrasana, S.; Rakotondrajaona, R.; Andrianjafisoa dit Goalala; Randriamorasata, R.",,2003-08-03,Madagascar,K004152126
Macaranga alnifolia,K004152156,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-17.5,47,,"McPherson, G.; van der Werff, H.",16434,1994-10-21,Madagascar,K004152156
Macaranga alnifolia,K004152157,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-17.5,47,,"McPherson, G.; van der Werff, H.",16434,1994-10-21,Madagascar,K004152157
Macaranga alnifolia,K004152125,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-17.683611,48.647778,,"Hong Wa, C.; Ratovoson, F.; Randrianasolo, S.; Razakanirina, A.; Rabezoma",,2003-10-24,Madagascar,K004152125
Macaranga alnifolia,K004152151,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-17.725,48.743055,,"Rakotonandrasana, S.R.; Ratovoson, F.; Rakotondrajaona, R.; Razakanirina, A.",700,2003-07-20,Madagascar,K004152151
Macaranga alnifolia,K004152139,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-17.727778,48.769445,,"Randrianjanaka, L.; Zafy, P.",,1994-11-12,Madagascar,K004152139
Macaranga alnifolia,K004152102,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-17.9925,48.5975,,"Lowry II, P.P.; Rabehevitra, D.; Rakotonasolo, F.",,2005-09-30,Madagascar,K004152102; K004152102_a
Macaranga alnifolia,K004152101,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-17.9925,48.5975,,"Lowry II, P.P.; Rabehevitra, D.; Rakotonasolo, F.",,2005-09-30,Madagascar,K004152101
Macaranga alnifolia,K004152141,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-18,47,,"Dorr, L.J.; Barnett, L.C.; Leeuwenberg, A.J.M.; Rakotozafy, A.",4369,1985-11-21,Madagascar,K004152141
Macaranga alnifolia,K004152138,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-18.196111,47.29,,"Ravololonanahary, H.; Ralimanana, H.; Randrianaivo, R.; Ranaivojaona, R.; Birkinshaw, C.",,1996-10-23,Madagascar,K004152138
Macaranga alnifolia,K004152164,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-18.441667,47.841667,,"Rakotozafy, A.; Phillipson, P.; Malcomber, S.; Razafimandimbison, S.",2725,1991-09-02,Madagascar,K004152164
Macaranga alnifolia,K004152100,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-18.441667,47.841667,,"Rakotozafy, A.; Phillipson, P.; Malcomber, S.; Razafimandimbison, S.",2712,1991-09-02,Madagascar,K004152100
Macaranga alnifolia,K004152124,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-18.565277,47.887778,,"Rogers, Z.S.; Ranaivojaona, R.; Davidson, C.R.; Christoph, S.R.",,2006-11-17,Madagascar,K004152124
Macaranga alnifolia,K004152147,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-18.806667,48.330833,,"Antilahimena, P.; Edmond, F.",4179,2005-11-10,Madagascar,K004152147
Macaranga alnifolia,K004152113,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-18.808055,48.314166,,"Rakotovao, C.; Edmond, F.; Razafindasy, R.",,2005-08-04,Madagascar,K004152113
Macaranga alnifolia,K004152152,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-18.830555,48.309166,,"Bernard, R.; Ratovomanana, M.",659,2007-10-21,Madagascar,K004152152
Macaranga alnifolia,K004152128,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-18.857222,48.300833,,"Rabarimanarivo, M.; Antilahimena, P.; Razanatsoa, J.; Edmond, F.",,2005-11-30,Madagascar,K004152128
Macaranga alnifolia,K004152120,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-18.95,47.95,,"Miller, J.; Bradford, J.; Rakotonasolo, F.; Randrianasolo, A.",,1996-10-21,Madagascar,K004152120; K004152120_a
Macaranga alnifolia,K004152109,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-19.034722,48.366945,,"Schatz, G.E.; Lowry II, P.P.; Schmidt, H.",,2003-11-11,Madagascar,K004152109
Macaranga alnifolia,K004152099,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-19.1,48.7,,"van der Werff, H.; Malcomber, S.; Gray, B.; Rapanarivo, S.",12686,1992-10-11,Madagascar,K004152099
Macaranga alnifolia,K004152097,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-19.216667,47.166667,,"Lewis, B.; Razafimandimbison, S.",601,1993-09-20,Madagascar,K004152097
Macaranga alnifolia,K004152108,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-19.343055,47.297222,,"Phillipson, P.B.; Schatz, G.E.; Schmidt, H.H.; Rabehevitra, D.",,2003-10-28,Madagascar,K004152108
Macaranga alnifolia,K004152093,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-19.68,47.77,,"Messmer, N.; Andriatsiferana, F.",NM656,1999-01-12,Madagascar,K004152093
Macaranga alnifolia,K004152091,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-20.041589,47.010169,,"Rakotoarisoa, S.E. : KMCC; Andriamahay, M. : SNGF",1207,2005-11-30,Madagascar,K004152091
Macaranga alnifolia,K000953508,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-20.298055,47.688889,,"Andrianirina, H.C.A.H.; Rakotonasolo, F.; Rakotoarinivo, M.; Rajaovelona, L.; et al",AND 83,2013-11-05,Madagascar,K000953508
Macaranga alnifolia,K000953261,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-20.300833,47.679444,,"Onjalalaina, G.E.; Rakotanosolo, F.; Rakotoarinivo, M.; Rajaovelona, L.R.; Rabarijaoana, N.R.; Andrianirina, H.C.A.H.",OLG99,2013-11-04,Madagascar,K000953261
Macaranga alnifolia,K004152089,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-20.748333,47.317778,,"Ravelonarivo, D.; Porter, P.; Lowry II; Plunkett, G.M.",3296,2009-11-25,Madagascar,K004152089
Macaranga alnifolia,K004152162,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-21.25,47.45,,"Kotozafy, A.; Randriamanantena, D.; Randrianasolo, J.",215,1993-09-03,Madagascar,K004152162
Macaranga alnifolia,K004152143,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-21.266667,47.416667,,"Schatz, G.E.; Lowry, P.P.",1443,1987-08-18,Madagascar,K004152143
Macaranga alnifolia,K004152145,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-21.266667,47.416667,,"Schatz, G.E.; Lowry, P.P.",1446,1987-08-18,Madagascar,K004152145
Macaranga alnifolia,K004152146,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-21.266667,47.416667,,"Schatz, G.E.; Klackenberg, J.; Baum, D.",1705,1987-10-28,Madagascar,K004152146
Macaranga alnifolia,K004152130,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-21.266667,47.433333,,"Kotozafy, A.; Rasabo, P.; Rakoto, R.",,1994-12-09,Madagascar,K004152130
Macaranga alnifolia,K004152165,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-21.266667,47.416667,,"Daniels, P.S.",49,1987-09-08,Madagascar,K004152165
Macaranga alnifolia,K004152161,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-21.266667,47.4,,"Rakoto, R.",174,1992-08-05,Madagascar,K004152161
Macaranga alnifolia,K004152105,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-21.284444,47.433333,,"Rakotovao, C.; Randriantafika, F.",,2000-10-02,Madagascar,K004152105
Macaranga alnifolia,K004152111,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-21.5,47.4,,"Randriantafika, F.",,2000-10-19,Madagascar,K004152111
Macaranga alnifolia,K004152092,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-22.211667,46.845,,"Messmer, N.; Randriambololona, M.",NM875,2000-01-15,Madagascar,K004152092
Macaranga alnifolia,K004152140,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-22.496666,46.955,,"Rakotovao, C.; Rakotomalaza, P.J.; Messmer, N.",,1997-10-24,Madagascar,K004152140
Macaranga alnifolia,K004152137,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-22.496666,46.955,,"Rakotovao, C.; Rakotomalaza, P.J.; Messmer, N.",,1997-10-24,Madagascar,K004152137
Macaranga alnifolia,K004152094,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-22.496667,46.955,,"Messmer, N.; Rakotomalaza, P.J.; Rakotovao, C.",NM519,1997-10-27,Madagascar,K004152094
Macaranga alnifolia,K004152115,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-23.839722,46.955556,,"Rakotovao, C.; Andriamiarisoa, R.L.; Randrianarison, N.; Pelakoa, J.; Rafitiavanjanahary, H.S.; Mahay",,2005-09-14,Madagascar,K004152115; K004152115_a
Macaranga alnifolia,K004152114,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-23.839722,46.955556,,"Rakotovao, C.; Andriamiarisoa, R.L.; Randrianarison, N.; Pelakoa, J.; Rafitiavanjanahary, H.S.; Mahay",,2005-09-14,Madagascar,K004152114
Macaranga alnifolia,K004152090,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-24.495833,47.097777,,"Razakamalala, R.; Ramison, R.G.; Mahatsiaro, S.",4641,2009-11-17,Madagascar,K004152090
Macaranga alnifolia,K004152136,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-24.583333,46.735,,"Randrianaivo, R.; Andriantiana, J.",,2009-11-09,Madagascar,K004152136
Macaranga alnifolia,K004152122,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-24.75,46.85,,"Malcomber, S.; van der Werff, H.; Gray, B.; Rapanarivo, S.; Randriamampionona, B.",,1992-10-17,Madagascar,K004152122; K004152122_a
Macaranga alnifolia,K004152110,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-24.8,46.833334,,"Randriamampionona, B.",,1994-07-08,Madagascar,K004152110
Macaranga alnifolia,K004152133,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,-24.879444,46.712778,,"Hoffmann, P.; Ranaivojaona, R.; Ralimanana, H.; Randriamampionona, B.",,2000-10-11,Madagascar,K004152133
Macaranga alnifolia,K004152170,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,,,,"Thouvenot, M.",95,1918-01-01,Madagascar,K004152170
Macaranga alnifolia,K004152149,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,,,,Langley Kitching,s.n.,,Madagascar,K004152149
Macaranga alnifolia,K004152150,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,,,,"Hildebrandt, J.M.",3565,1880-08-01,Madagascar,K004152150
Macaranga alnifolia,K004152117,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,,,,"Ranirison, P.; Nusbaumer, L.",,2005-11-15,Madagascar,K004152117
Macaranga alnifolia,K004152160,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,,,,"Benoist, R.",1136,1951-08-31,Madagascar,K004152160
Macaranga alnifolia,K004152167,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,,,,"Hildebrandt, J.M.",3565,1880-08-01,Madagascar,K004152167
Macaranga alnifolia,K004152169,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,,,,"Baron, R. (Rev.)",3654,,Madagascar,K004152169
Macaranga alnifolia,K004152158,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,,,,"Cours, G.",1573,1941-08-17,Madagascar,K004152158
Macaranga alnifolia,K001873823,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,,,,"Loup, C.; Pignal, M.",512,2009-11-23,Comoros,K001873823
Macaranga alnifolia,K004152166,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,,,,s.coll.,1968,,Madagascar,K004152166
Macaranga alnifolia,K004152131,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,,,,"Trigui, S.M.; Razanajatovo, M.H.; Ramandimbimanana, S.D.",,2008-05-27,Madagascar,K004152131
Macaranga alnifolia,K004152148,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,,,,Langley Kitching,s.n.,,Madagascar,K004152148
Macaranga alnifolia,K000425844,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,Type,Macaranga alnifolia,,,,"Baron, R.",1404,,Madagascar,K000425844
Macaranga alnifolia,K004152142,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,,,,"Aymonin; Aymonin, G.G.",24570,1970-01-01,Madagascar,K004152142
Macaranga alnifolia,K004152159,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,,,,s.coll.,[65],,Madagascar,K004152159
Macaranga alnifolia,K004152171,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,,,,"Humbert, H.; Perrier de la Bathie, H.",2283,1924-08-16,Madagascar,K004152171
