TaxonomicName,CatalogueNumber,Clade,Order,Family,Genus,FullName,VernacularName,TypeStatus,TypeName,DecimalLatitude,DecimalLongitude,Locality,RecordedBy,RecordNumber,CollectionDate,Country,ImageFile
Macaranga myriolepida,K004152310,,,Euphorbiaceae,Macaranga,Macaranga myriolepida Baker,,,,-21.503056,47.422222,,"Randrianaivo, R.; Ralimanana, H.; Rabenantoandro, J.; Rakotondrajaona, R.; Randrianasolo, S.; Ratodimanana, A.",300,1998-12-15,Madagascar,K004152310
Macaranga myriolepida,K000425851,,,Euphorbiaceae,Macaranga,Macaranga myriolepida Baker,,Unknown,,,,,"Baron, R.",3133,,Madagascar,K000425851
Macaranga myriolepida,K000425852,,,Euphorbiaceae,Macaranga,Macaranga myriolepida Baker,,Unknown,,,,,"Baron, R.",5278,,Madagascar,K000425852
Macaranga oblongifolia,K004152081,,,Euphorbiaceae,Macaranga,Macaranga oblongifolia Baill.,,,,-15.6925,50.225,,"Bernard, R.",339,1996-09-15,Madagascar,K004152081
Macaranga oblongifolia,K004152332,,,Euphorbiaceae,Macaranga,Macaranga oblongifolia Baill.,,,,-16.770556,49.710555,,"Razakamalala, R.; Rabehevitra, D.; Andrianarivelo, S.N.; Fotsy, M.",757,2003-10-04,Madagascar,K004152332
Macaranga oblongifolia,K001872320,,,Euphorbiaceae,Macaranga,Macaranga oblongifolia Baill.,,,,-16.832222,49.186667,,"Ralimanana, H.; Rakotonasolo, F.; Beentje, H.; Dolin; Arthur; Dosilahy; Naconte, C.; Tsiafindra",397,2003-12-15,Madagascar,K001872320
Macaranga oblongifolia,K004152085,,,Euphorbiaceae,Macaranga,Macaranga oblongifolia Baill.,,,,-18.560833,49.2425,,"Randrianasolo, A.; Ludovic, R.; Birkinshaw, C.; Ranaivojaona, R.",744,2002-10-28,Madagascar,K004152085
Macaranga oblongifolia,K004152331,,,Euphorbiaceae,Macaranga,Macaranga oblongifolia Baill.,,,,-19.161666,48.578055,,"Randrianasolo, A.; Razanatsima, A.; Foara; Zafindrafeno, C.; Mamy, F.",1526,2013-11-24,Madagascar,K004152331
Macaranga oblongifolia,K001932275,,,Euphorbiaceae,Macaranga,Macaranga oblongifolia Baill.,,,,-19.162778,48.576944,,"Randrianasolo, A.; Razanatsima, A.; Rasoaviety, L.",1077,2006-11-29,Madagascar,
Macaranga oblongifolia,K001304380,,,Euphorbiaceae,Macaranga,Macaranga oblongifolia Baill.,,,,-20.5525,46.427222,,"Rakotonasolo, F.; Randrianasolo, V.; Rajaovelona, L.",MDG113_5 83,2018-09-02,Madagascar,K001304380
Macaranga oblongifolia,K004152079,,,Euphorbiaceae,Macaranga,Macaranga oblongifolia Baill.,,,,-21.474722,48.280833,,"Rolland Ranaivojaona; Razakamalala, R.; Berlin",943,2004-10-03,Madagascar,K004152079
Macaranga oblongifolia,K004152330,,,Euphorbiaceae,Macaranga,Macaranga oblongifolia Baill.,,,,-23.039167,47.769722,,"Razakamalala, R.; Rakotonirina, N.; Mbita, J.; Sabotsy; Momana; Rabotaharifomba, M.F.",2251,2005-09-23,Madagascar,K004152330
Macaranga oblongifolia,K004152333,,,Euphorbiaceae,Macaranga,Macaranga oblongifolia Baill.,,,,-23.170278,47.724167,,"Rabehevitra, D.; Razakamalala, R.; Dely, I.",498,2003-08-26,Madagascar,K004152333
Macaranga oblongifolia,K004152316,,,Euphorbiaceae,Macaranga,Macaranga oblongifolia Baill.,,,,-23.176666,47.707222,,"Rabevohitra, R.; Rabenantoandro, J.; Razakamalala, R.",4081,2002-09-24,Madagascar,K004152316
Macaranga oblongifolia,K004152315,,,Euphorbiaceae,Macaranga,Macaranga oblongifolia Baill.,,,,-23.180833,47.708055,,"McPherson, G.; Rabenantoandro, J.",18350,2001-11-05,Madagascar,K004152315
Macaranga oblongifolia,K004152083,,,Euphorbiaceae,Macaranga,Macaranga oblongifolia Baill.,,,,-23.182777,47.7075,,"Razafitsalama, L.J.",962,2006-08-13,Madagascar,K004152083
Macaranga oblongifolia,K001036418,,,Euphorbiaceae,Macaranga,Macaranga oblongifolia Baill.,,,,-23.778056,47.025,,"Rakotonasolo, F.",RNF 2516,2014-11-26,Madagascar,K001036418
Macaranga oblongifolia,K004152329,,,Euphorbiaceae,Macaranga,Macaranga oblongifolia Baill.,,,,-24.783333,47.166667,,"McPherson, G.; Dumetz, N.; Rabevohitra, R.",14159,1989-10-19,Madagascar,K004152329
Macaranga oblongifolia,K004152078,,,Euphorbiaceae,Macaranga,Macaranga oblongifolia Baill.,,,,-24.783333,47.166667,,"Schatz, G.E.; Dumetz, N.; Faber-Langendoen, D.; Randrianasolo, A.",3005,1990-11-13,Madagascar,K004152078
Macaranga oblongifolia,K004152077,,,Euphorbiaceae,Macaranga,Macaranga oblongifolia Baill.,,,,-24.814444,47.152222,,"Ratovoson, F.",2007,2012-10-23,Madagascar,K004152077
Macaranga oblongifolia,K004152087,,,Euphorbiaceae,Macaranga,Macaranga oblongifolia Baill.,,,,-24.95,47.033333,,"Rabevohitra, R.",2134,1990-01-13,Madagascar,K004152087
Macaranga oblongifolia,K004152314,,,Euphorbiaceae,Macaranga,Macaranga oblongifolia Baill.,,,,-24.958611,47.000556,,"Rabenantoandro, J.; Rabevohitra, R.; Randrihasipara, L.; Ramisy, E.",335,2000-10-06,Madagascar,K004152314
Macaranga oblongifolia,K004152082,,,Euphorbiaceae,Macaranga,Macaranga oblongifolia Baill.,,,,,,,"Decary, M.",4881,,Madagascar,K004152082
Macaranga oblongifolia,K004152080,,,Euphorbiaceae,Macaranga,Macaranga oblongifolia Baill.,,,,,,,s.coll.,71,,Madagascar,K004152080
Macaranga oblongifolia,K004152086,,,Euphorbiaceae,Macaranga,Macaranga oblongifolia Baill.,,,,,,,"Decary, M.R.",10901,,Madagascar,K004152086
Macaranga oblongifolia,K004152084,,,Euphorbiaceae,Macaranga,Macaranga oblongifolia Baill.,,,,,,,"Capuron, R.",18079SF,1957-08-12,Madagascar,K004152084
Macaranga obovata,K004152056,,,Euphorbiaceae,Macaranga,Macaranga obovata Boivin ex Baill.,,,,-13.718889,50.097222,,"Razakamalala, R.; Rabevohitra, R.; Faralahy, J.",1036,2004-03-13,Madagascar,K004152056
Macaranga obovata,K006871359,,,Euphorbiaceae,Macaranga,Macaranga obovata Boivin ex Baill.,,,,-13.953333,50.001667,,"Andriambololonera, S.; Bernard, R.; Randrimanarivo, M.; Ravololomanana, N.; Randrianaivo, R.",711,2022-10-25,Madagascar,
Macaranga obovata,K006871361,,,Euphorbiaceae,Macaranga,Macaranga obovata Boivin ex Baill.,,,,-13.953333,50.008333,,"Ravololomanana, N.; Rabarimanarivo, M.; Randrianaivo, R.; Bernard, R.",736,2022-10-27,Madagascar,
Macaranga obovata,K001611486,,,Euphorbiaceae,Macaranga,Macaranga obovata Boivin ex Baill.,,,,-14.1,50.033333,,"Martial; Rakotonirina, C.Z.; Be, G.",271,2013-11-18,Madagascar,K001611486
Macaranga obovata,K006960179,,,Euphorbiaceae,Macaranga,Macaranga obovata Boivin ex Baill.,,,,-14.101111,50.016388,,"Martial; Bosiny,J.",749,2019-07-10,Madagascar,
Macaranga obovata,K004152053,,,Euphorbiaceae,Macaranga,Macaranga obovata Boivin ex Baill.,,,,-14.148611,49.969722,,"Martial; Be, G.; Rakotonirina, C.",100,2013-03-23,Madagascar,K004152053
Macaranga obovata,K004152072,,,Euphorbiaceae,Macaranga,Macaranga obovata Boivin ex Baill.,,,,-14.181389,50.084722,,"Rabenantoandro, J.; Ranaivojaona, R.; Jaoby, F.; Malandy, F.",471,2001-03-25,Madagascar,K004152072
Macaranga obovata,K006960178,,,Euphorbiaceae,Macaranga,Macaranga obovata Boivin ex Baill.,,,,-14.186111,50.080555,,"Rakotonirina,C.Z.; Ravelonarivo,D.; Randriamahazoman,D.G.; Belalahy,Z.",920,2022-02-14,Madagascar,
Macaranga obovata,K004152048,,,Euphorbiaceae,Macaranga,Macaranga obovata Boivin ex Baill.,,,,-15.633333,49.983334,,"Schatz, G.E.; van der Werff, H.; Gray, B.; Razafimandimbison, S.G.",3344,1992-10-27,Madagascar,K004152048; K004152048_a
Macaranga obovata,K004152050,,,Euphorbiaceae,Macaranga,Macaranga obovata Boivin ex Baill.,,,,-15.716667,49.95,,"Poncy, O.; Rapanarivo, S.; Donnet, J.",1538,2001-10-31,Madagascar,K004152050
Macaranga obovata,K000664563,,,Euphorbiaceae,Macaranga,Macaranga obovata Boivin ex Baill.,,,,-15.776389,50.014444,,"Andrianaivoravelona, B.; Ralimanana, H.; Fulgence; Regis",ANB98,2009-09-04,Madagascar,K000664563
Macaranga obovata,K004152054,,,Euphorbiaceae,Macaranga,Macaranga obovata Boivin ex Baill.,,,,-15.95,50.216667,,"Rahajasoa, G.; Bernard, R.; Rabe, J.",896,1994-11-14,Madagascar,K004152054
Macaranga obovata,K004152059,,,Euphorbiaceae,Macaranga,Macaranga obovata Boivin ex Baill.,,,,-16.783611,49.739722,,"Rabehevitra, D.; Razakamalala, R.; Andrianarivelo, S.",590,2003-10-04,Madagascar,K004152059
Macaranga obovata,K004152055,,,Euphorbiaceae,Macaranga,Macaranga obovata Boivin ex Baill.,,,,-16.786667,49.74,,"Nikolov, L.",1788,2008-11-01,Madagascar,K004152055
Macaranga obovata,K006960180,,,Euphorbiaceae,Macaranga,Macaranga obovata Boivin ex Baill.,,,,-16.795833,49.679444,,"Lehavana,A.",1210,2019-10-18,Madagascar,
Macaranga obovata,K004152065,,,Euphorbiaceae,Macaranga,Macaranga obovata Boivin ex Baill.,,,,-17.284722,49.387778,,"Razafitsalama, L.J.",105,2001-01-13,Madagascar,K004152065
Macaranga obovata,K004152051,,,Euphorbiaceae,Macaranga,Macaranga obovata Boivin ex Baill.,,,,-17.638333,49.484445,,"Miller, J.; Bradford, J.; Rakotonasolo, F.; Randrianasolo, A.",8815,1996-10-26,Madagascar,K004152051
Macaranga obovata,K004152060,,,Euphorbiaceae,Macaranga,Macaranga obovata Boivin ex Baill.,,,,-18.8,49.15,,"Miller, J.",3690,1988-11-24,Madagascar,K004152060
Macaranga obovata,K004152042,,,Euphorbiaceae,Macaranga,Macaranga obovata Boivin ex Baill.,,,,-18.85,49.133333,,"Schatz, G.E.; D'Arcy, W.",1464,1987-08-29,Madagascar,K004152042
Macaranga obovata,K004152069,,,Euphorbiaceae,Macaranga,Macaranga obovata Boivin ex Baill.,,,,-19.1575,48.589722,,"Randrianasolo, A.; Razanatsima, A.; Ranaivojaona, R.",1051,2005-10-10,Madagascar,K004152069
Macaranga obovata,K004152049,,,Euphorbiaceae,Macaranga,Macaranga obovata Boivin ex Baill.,,,,-19.68,47.77,,"Messmer, N.; Andriatsiferana, F.",NM637,1999-01-08,Madagascar,K004152049
Macaranga obovata,K004152057,,,Euphorbiaceae,Macaranga,Macaranga obovata Boivin ex Baill.,,,,-20.358333,48.613889,,"Rolland Ranaivojaona; Razakamalala, R.",873,2004-09-30,Madagascar,K004152057
Macaranga obovata,K004152074,,,Euphorbiaceae,Macaranga,Macaranga obovata Boivin ex Baill.,,,,-22.802639,47.18375,,"Ranarivelo, T.; Ranaivojaona, R.; Rakotoarinivo, M.; Rajaonarison, R.",RTI389,2006-10-25,Madagascar,K004152074
Macaranga obovata,K004152052,,,Euphorbiaceae,Macaranga,Macaranga obovata Boivin ex Baill.,,,,-22.816667,47.283333,,"Ranarivelo, H.",RHS611,2005-10-01,Madagascar,K004152052
Macaranga obovata,K004152073,,,Euphorbiaceae,Macaranga,Macaranga obovata Boivin ex Baill.,,,,-23.09,47.755,,"Hoffmann, P.; Ranaivojaona, R.; Ralimanana, H.; Richard, J.",307,2000-10-25,Madagascar,K004152073; K004152073_a
Macaranga obovata,K004152058,,,Euphorbiaceae,Macaranga,Macaranga obovata Boivin ex Baill.,,,,-23.1775,47.706667,,"Razakamalala, R.; Reza, L.",330,2002-11-11,Madagascar,K004152058
Macaranga obovata,K001769349,,,Euphorbiaceae,Macaranga,Macaranga obovata Boivin ex Baill.,,,,-23.521111,47.498611,,"Ratovoson, F.; Razafindrahaja, V.",2302,2016-10-09,Madagascar,K001769349
Macaranga obovata,K004152064,,,Euphorbiaceae,Macaranga,Macaranga obovata Boivin ex Baill.,,,,-24.569444,47.210278,,"Antilahimena, P.; et al.",4856,2006-05-24,Madagascar,K004152064
Macaranga obovata,K004152070,,,Euphorbiaceae,Macaranga,Macaranga obovata Boivin ex Baill.,,,,-24.783333,47.166667,,"Schatz, G.E.; Dumetz, N.; Faber-Langendoen, D.; Randrianasolo, A.",3003,1990-11-13,Madagascar,K004152070
Macaranga obovata,K004152071,,,Euphorbiaceae,Macaranga,Macaranga obovata Boivin ex Baill.,,,,-24.968056,46.9675,,"Rabevohitra, R.; Ramisy, E.; Randriahasipara, L.; Rabenantoandro, J.",3710,2000-10-01,Madagascar,K004152071; K004152071_a
Macaranga obovata,K004152067,,,Euphorbiaceae,Macaranga,Macaranga obovata Boivin ex Baill.,,,,,,,"Randrianjanaka, L.M.; Ratovoson, F.; Rakotonandrasana, S.; Andrianjafy, N.M.",662,2001-11-26,Madagascar,K004152067
Macaranga obovata,K004152047,,,Euphorbiaceae,Macaranga,Macaranga obovata Boivin ex Baill.,,,,,,,Meller (Dr),s.n.,1962-08-26,Madagascar,K004152047
Macaranga obovata,K004152041,,,Euphorbiaceae,Macaranga,Macaranga obovata Boivin ex Baill.,,,,,,,s.coll.,2498,,Madagascar,
Macaranga obovata,K004152068,,,Euphorbiaceae,Macaranga,Macaranga obovata Boivin ex Baill.,,,,,,,"Cours, M.G.",2902,1946-10-09,Madagascar,K004152068
Macaranga obovata,K004152046,,,Euphorbiaceae,Macaranga,Macaranga obovata Boivin ex Baill.,,,,,,,"Decary, M.",5676,,Madagascar,K004152046
Macaranga obovata,K004152063,,,Euphorbiaceae,Macaranga,Macaranga obovata Boivin ex Baill.,,,,,,,"Bosser, J.",17039,1962-12-01,Madagascar,K004152063
Macaranga obovata,K004152044,,,Euphorbiaceae,Macaranga,Macaranga obovata Boivin ex Baill.,,,,,,,"Humblot, M.",226,,Madagascar,K004152044
Macaranga obovata,K004152043,,,Euphorbiaceae,Macaranga,Macaranga obovata Boivin ex Baill.,,,,,,,"Dorr, L.J.; Barnett, L.C.; Leeuwenberg, A.J.M.; Ralimanana, N.",4405,1985-11-30,Madagascar,K004152043
Macaranga obovata,K004152076,,,Euphorbiaceae,Macaranga,Macaranga obovata Boivin ex Baill.,,,,,,,"Barnett, L.; Dorr, L.J.",225,1984-12-09,Madagascar,K004152076
Macaranga obovata,K004152062,,,Euphorbiaceae,Macaranga,Macaranga obovata Boivin ex Baill.,,,,,,,"Morat, P.; Randrianjafy, J.N.; Razanajoelina, L.; Nirina, C.",8534,1989-12-01,Madagascar,K004152062
Macaranga obovata,K004152039,,,Euphorbiaceae,Macaranga,Macaranga obovata Boivin ex Baill.,,,,,,,Lyall (Dr),214,,Madagascar,K004152039
Macaranga obovata,K004152075,,,Euphorbiaceae,Macaranga,Macaranga obovata Boivin ex Baill.,,,,,,,"Decary, M.",5426,,Madagascar,K004152075
Macaranga obovata,K004152061,,,Euphorbiaceae,Macaranga,Macaranga obovata Boivin ex Baill.,,,,,,,[Philippe Beaujard],472,1994-01-01,Madagascar,K004152061
Macaranga obovata,K004152066,,,Euphorbiaceae,Macaranga,Macaranga obovata Boivin ex Baill.,,,,,,,s.coll.,19179SF,,Madagascar,K004152066
Macaranga obovata,K000425846,,,Euphorbiaceae,Macaranga,Macaranga obovata Boivin ex Baill.,,Unknown,,,,,Forbes,s.n.,,Madagascar,K000425846
Macaranga obovata,K004152045,,,Euphorbiaceae,Macaranga,Macaranga obovata Boivin ex Baill.,,,,,,,s.coll.,1431,,Madagascar,K004152045
Macaranga obovata,K004152040,,,Euphorbiaceae,Macaranga,Macaranga obovata Boivin ex Baill.,,,,,,,"Gerrard, W.T.",36,,Madagascar,K004152040
Macaranga ribesioides,K004152361,,,Euphorbiaceae,Macaranga,Macaranga ribesioides Baker,,,,-12.516667,49.166667,,"Phillipson, P.",,1987-06-28,Madagascar,K004152361
Macaranga ribesioides,K004152364,,,Euphorbiaceae,Macaranga,Macaranga ribesioides Baker,,,,-18.366667,48,,"Lowry II, P.P.; Randrianasolo, J.",,1988-03-31,Madagascar,K004152364
Macaranga ribesioides,K004152365,,,Euphorbiaceae,Macaranga,Macaranga ribesioides Baker,,,,-18.366667,47.783333,,"Zarucchi, J.L.; Rakotobe, E.; Randrianasolo, A.; Georges, S.; Razafimandrimbison; Pool, A.",,1991-06-02,Madagascar,K004152365
Macaranga ribesioides,K004152362,,,Euphorbiaceae,Macaranga,Macaranga ribesioides Baker,,,,-21.25,47.4,,"Phillipson, P.",,1987-07-29,Madagascar,K004152362
Macaranga ribesioides,K004152363,,,Euphorbiaceae,Macaranga,Macaranga ribesioides Baker,,,,,,,"Forsyth Major, C.",,1894-11-01,Madagascar,K004152363
Macaranga ribesioides,K000425854,,,Euphorbiaceae,Macaranga,Macaranga ribesioides Baker,,Unknown,,,,,"Baron, R.",2898,,Madagascar,K000425854
Macaranga sphaerophylla,K004152352,,,Euphorbiaceae,Macaranga,Macaranga sphaerophylla Baker,,,,-13.210555,49.558055,,"Rakotondrafara, A.; Razafitsalama, L.J.; J. Be; Tombondrainy; Joromeva",,2005-10-29,Madagascar,K004152352
Macaranga sphaerophylla,K004152353,,,Euphorbiaceae,Macaranga,Macaranga sphaerophylla Baker,,,,-13.219444,49.551111,,"Rakotondrafara, A.; Razafitsalama, L.J.; J. Be; Tombondrainy; Joromeva",,2005-11-01,Madagascar,K004152353
Macaranga sphaerophylla,K000663360,,,Euphorbiaceae,Macaranga,Macaranga sphaerophylla Baker,,,,-18.083333,48.572778,,"Ralimanana, H.; Rakotoarinivo, M.; Andrianaivoravelona, B.; Rajaonarison, R.; Rakotoroalahy; Ramaherimanana, C.",,2010-01-14,Madagascar,K000663360
Macaranga sphaerophylla,K004152360,,,Euphorbiaceae,Macaranga,Macaranga sphaerophylla Baker,,,,-18.916667,47.933334,,"Dorr, L.J.; Barnett, L.C.",,1984-12-02,Madagascar,K004152360
Macaranga sphaerophylla,K004152347,,,Euphorbiaceae,Macaranga,Macaranga sphaerophylla Baker,,,,-18.933334,48.233333,,"Miller, J.S.; Randrianasolo, A.",4706,1989-12-15,Madagascar,K004152347
Macaranga sphaerophylla,K004152346,,,Euphorbiaceae,Macaranga,Macaranga sphaerophylla Baker,,,,-18.95,47.95,,"Miller, J.S.; Randrianasolo, A.",4710,1989-12-15,Madagascar,K004152346
Macaranga sphaerophylla,K004152348,,,Euphorbiaceae,Macaranga,Macaranga sphaerophylla Baker,,,,-21.233333,47.383333,,"Kotozafy, A.",405,1993-11-07,Madagascar,K004152348
Macaranga sphaerophylla,K004152356,,,Euphorbiaceae,Macaranga,Macaranga sphaerophylla Baker,,,,-21.233333,47.383333,,"Kotozafy, A.",,1993-11-07,Madagascar,K004152356
Macaranga sphaerophylla,K004152357,,,Euphorbiaceae,Macaranga,Macaranga sphaerophylla Baker,,,,-21.25,47.45,,"Malcomber, S.T.; Leeuwenberg, A.; Rakotomazaza, C.; Ranarljadna, H.; Rahajasoa, G.",,1991-11-08,Madagascar,K004152357
Macaranga sphaerophylla,K000609814,,,Euphorbiaceae,Macaranga,Macaranga sphaerophylla Baker,,,,-21.26,47.42,,s.coll.,,1998-11-01,Madagascar,K000609814
Macaranga sphaerophylla,K004152345,,,Euphorbiaceae,Macaranga,Macaranga sphaerophylla Baker,,,,-21.266667,47.416667,,"Schatz, G.E.; Klackenberg, J.; Baum, D.",1704,1987-10-28,Madagascar,K004152345
Macaranga sphaerophylla,K004152355,,,Euphorbiaceae,Macaranga,Macaranga sphaerophylla Baker,,,,-21.284444,47.433333,,"Rakotovao, C.; Randriantafika, F.",,2000-10-02,Madagascar,K004152355
Macaranga sphaerophylla,K004152354,,,Euphorbiaceae,Macaranga,Macaranga sphaerophylla Baker,,,,,,,"Nusbaumer, L.; Ranirison, P.",,2005-11-20,Madagascar,K004152354
Macaranga sphaerophylla,K004152351,,,Euphorbiaceae,Macaranga,Macaranga sphaerophylla Baker,,,,,,,s.coll.,s.n.,,Madagascar,K004152351
Macaranga sphaerophylla,K004152358,,,Euphorbiaceae,Macaranga,Macaranga sphaerophylla Baker,,,,,,,s.coll.,,1965-10-23,Madagascar,K004152358
Macaranga sphaerophylla,K004152359,,,Euphorbiaceae,Macaranga,Macaranga sphaerophylla Baker,,,,,,,"Lorence, D.",,1978-10-30,Madagascar,K004152359
Macaranga sphaerophylla,K000425855,,,Euphorbiaceae,Macaranga,Macaranga sphaerophylla Baker,,Type,Macaranga sphaerophylla,,,,"Baron, R.",1732,,Madagascar,K000425855
Macaranga sphaerophylla,K004152349,,,Euphorbiaceae,Macaranga,Macaranga sphaerophylla Baker,,,,,,,"Baron, R. (Rev.)",4444,,Madagascar,K004152349
Macaranga sphaerophylla,K004152350,,,Euphorbiaceae,Macaranga,Macaranga sphaerophylla Baker,,,,,,,s.coll.,435,,Madagascar,K004152350
Macaranga warburgiana,K006871360,,,Euphorbiaceae,Macaranga,Macaranga warburgiana Pax & K.Hoffm.,,,,-13.953333,50.001667,,"Andriambololonera, S.; Bernard, R.; Rabarimanarivo, M.; Ravololomanana, N.; Randrianaivo, R.; Razafindraibe, H.",707,2022-10-25,Madagascar,
Macaranga warburgiana,K001769365,,,Euphorbiaceae,Macaranga,Macaranga warburgiana Pax & K.Hoffm.,,,,-23.519444,47.494167,,"Ratovoson, F.; Razafindrahaja, V.",2317,2016-10-09,Madagascar,K001769365
Orfilea ankafinensis,K004152198,,,Euphorbiaceae,Orfilea,Orfilea ankafinensis (Baill.) Radcl.-Sm. & Govaerts,,,,-13.644166,48.671667,,"Rakotovao, C.; Callmander, M.; Vazaha, J.; Ancelme; Torze; Tombo; Alexi",3763,2007-11-22,Madagascar,K004152198
Orfilea ankafinensis,K004152189,,,Euphorbiaceae,Orfilea,Orfilea ankafinensis (Baill.) Radcl.-Sm. & Govaerts,,,,-13.734445,49.375,,"Razakamalala, R.; Randriambololomamonjy, O.; Jaoindy",3451,2007-10-26,Madagascar,K004152189
Orfilea ankafinensis,K004152201,,,Euphorbiaceae,Orfilea,Orfilea ankafinensis (Baill.) Radcl.-Sm. & Govaerts,,,,-14.033333,48.3,,"Gautier, L.; Derleth, P.",LG2590,1994-11-17,Madagascar,K004152201; K004152201_a
Orfilea ankafinensis,K004152193,,,Euphorbiaceae,Orfilea,Orfilea ankafinensis (Baill.) Radcl.-Sm. & Govaerts,,,,-14.033333,48.3,,"Gautier, L.; Messmer, N.; D'Amico, C.",LG3263,1997-09-10,Madagascar,K004152193
Orfilea ankafinensis,K004152202,,,Euphorbiaceae,Orfilea,Orfilea ankafinensis (Baill.) Radcl.-Sm. & Govaerts,,,,-14.033333,48.3,,"Gautier, L.; Derleth, P.",LG2575,1994-11-16,Madagascar,K004152202
Orfilea ankafinensis,K004152200,,,Euphorbiaceae,Orfilea,Orfilea ankafinensis (Baill.) Radcl.-Sm. & Govaerts,,,,-14.083333,48.383333,,"Gautier, L.; Chatelain, C.",LG2820,1995-05-26,Madagascar,K004152200; K004152200_a
Orfilea ankafinensis,K004152192,,,Euphorbiaceae,Orfilea,Orfilea ankafinensis (Baill.) Radcl.-Sm. & Govaerts,,,,-14.083333,48.4,,"Rakotomalala, L.; Narison",114,1994-01-12,Madagascar,K004152192
Orfilea ankafinensis,K004152191,,,Euphorbiaceae,Orfilea,Orfilea ankafinensis (Baill.) Radcl.-Sm. & Govaerts,,,,-14.083333,48.4,,"Rakotomalala, L.; Narison",185,1994-01-15,Madagascar,K004152191
Orfilea ankafinensis,K004152208,,,Euphorbiaceae,Orfilea,Orfilea ankafinensis (Baill.) Radcl.-Sm. & Govaerts,,,,-14.083333,48.383333,,"Malcomber, S.; Hutcheon, J.; Razafimanantsoa, A.; Zjhra, M.",1421,1992-04-11,Madagascar,K004152208; K004152208_a
Orfilea ankafinensis,K004152203,,,Euphorbiaceae,Orfilea,Orfilea ankafinensis (Baill.) Radcl.-Sm. & Govaerts,,,,-14.231666,49.139722,,"Randrianarivony, T.; Andriamiarinoro, H.; Vaovao; Patrick",86,2005-11-18,Madagascar,K004152203
Orfilea ankafinensis,K004152188,,,Euphorbiaceae,Orfilea,Orfilea ankafinensis (Baill.) Radcl.-Sm. & Govaerts,,,,-14.416667,49.6,,"Gautier, L.; Ravelonarivo, D.; Andriamparany, R.",LG3793,2001-10-13,Madagascar,K004152188
Orfilea ankafinensis,K004152180,,,Euphorbiaceae,Orfilea,Orfilea ankafinensis (Baill.) Radcl.-Sm. & Govaerts,,,,-14.416667,49.833334,,"Deroin, T.; Badre, F.",95,1989-11-14,Madagascar,K004152180
Orfilea ankafinensis,K004152172,,,Euphorbiaceae,Orfilea,Orfilea ankafinensis (Baill.) Radcl.-Sm. & Govaerts,,,,-14.61,49.425,,"Rakotomalaza, P.J.; Ravelomanantsoa, D.",PJ1993,1999-10-18,Madagascar,K004152172
Orfilea ankafinensis,K004152205,,,Euphorbiaceae,Orfilea,Orfilea ankafinensis (Baill.) Radcl.-Sm. & Govaerts,,,,-14.681944,49.472222,,"Ravelonarivo, D.; et al.",297,1994-07-08,Madagascar,K004152205
Orfilea ankafinensis,K004152185,,,Euphorbiaceae,Orfilea,Orfilea ankafinensis (Baill.) Radcl.-Sm. & Govaerts,,,,-14.754444,49.486389,,"Razafimandimbison, S.G.; Ravelonarivo, D.; Andriambolonera, S.; Rakotoarisoa, J.; Andriamahefarivo, L.",246,1996-07-12,Madagascar,K004152185
Orfilea ankafinensis,K004152184,,,Euphorbiaceae,Orfilea,Orfilea ankafinensis (Baill.) Radcl.-Sm. & Govaerts,,,,-14.78,49.478333,,"Malcomber, S.; Lewis, B.; McDonagh, J.; Halleaux, D.",2671,1994-01-17,Madagascar,K004152184
Orfilea ankafinensis,K000312443,,,Euphorbiaceae,Orfilea,Orfilea ankafinensis (Baill.) Radcl.-Sm. & Govaerts,,,,-15.773611,50.014167,,"Ralimanana, H.; Andrianaivoravelona, B.; Rakotovao, F.; Jocelyn",RLI 1259,2009-09-04,Madagascar,K000312443
Orfilea ankafinensis,K004152209,,,Euphorbiaceae,Orfilea,Orfilea ankafinensis (Baill.) Radcl.-Sm. & Govaerts,,,,-16.821944,49.170555,,"Ralimanana, H.; Rakotonasolo, F.; Britt, A.; Beentje, H.; Benoit; agents, A.",347,2003-12-10,Madagascar,K004152209
Orfilea ankafinensis,K004152207,,,Euphorbiaceae,Orfilea,Orfilea ankafinensis (Baill.) Radcl.-Sm. & Govaerts,,,,-16.848055,49.181666,,"Ralimanana, H.; Rakotonasolo, F.; Beentje, H.; Benoit; Elysé; Defa; Francis; Ernest",376,2003-12-13,Madagascar,K004152207
Orfilea ankafinensis,K004152187,,,Euphorbiaceae,Orfilea,Orfilea ankafinensis (Baill.) Radcl.-Sm. & Govaerts,,,,-18.854444,48.307222,,"Rakotovao, C.; Edmond, F.; Razafindasy, R.; Antilahimena, P.; Razanatsoa, M.",1216,2005-02-19,Madagascar,K004152187
Orfilea ankafinensis,K004152197,,,Euphorbiaceae,Orfilea,Orfilea ankafinensis (Baill.) Radcl.-Sm. & Govaerts,,,,-18.854722,48.298611,,"Antilahimena, P.; Razanatsoa, H.; Rakotovao, C.; Felix",3818,2005-09-29,Madagascar,K004152197
Orfilea ankafinensis,K004152199,,,Euphorbiaceae,Orfilea,Orfilea ankafinensis (Baill.) Radcl.-Sm. & Govaerts,,,,-18.883334,48.45,,"Nicoll, M.",179,1986-11-24,Madagascar,K004152199
