TaxonomicName,CatalogueNumber,Clade,Order,Family,Genus,FullName,VernacularName,Habit,LeafArrangement,LeafForm,LeafVenation,LeafMargin,Stipules,Exudate,StemArmature,Tendrils
Paracarphalea kirondron,K001622966,Eudicots-Asterids,Gentianales,Rubiaceae,Paracarphalea,"Paracarphalea kirondron (Baill.) Razafim., Ferm, B. Bremer & Kårehed ",,Species,opposite,simple,pinnate,entire,interpetiolar,none,absent,absent
Paracarphalea kirondron,K001634958,Eudicots-Asterids,Gentianales,Rubiaceae,Paracarphalea,"Paracarphalea kirondron (Baill.) Razafim., Ferm, B. Bremer & Kårehed ",,Species,opposite,simple,pinnate,entire,interpetiolar,none,absent,absent
Polysphaeria capuronii,K000176396,Eudicots-Asterids,Gentianales,Rubiaceae,Polysphaeria,Polysphaeria capuronii Verdc. ,,shrub;tree,opposite,simple,pinnate,entire,interpetiolar,none,absent,absent
Polysphaeria capuronii,K000176397,Eudicots-Asterids,Gentianales,Rubiaceae,Polysphaeria,Polysphaeria capuronii Verdc. ,,shrub;tree,opposite,simple,pinnate,entire,interpetiolar,none,absent,absent
Polysphaeria capuronii,K000918466,Eudicots-Asterids,Gentianales,Rubiaceae,Polysphaeria,Polysphaeria capuronii Verdc. ,,shrub;tree,opposite,simple,pinnate,entire,interpetiolar,none,absent,absent
Psychotria berizokae,K000033971,Eudicots-Asterids,Gentianales,Rubiaceae,Psychotria,Psychotria berizokae (Bremek.) A.P. Davis & Govaerts ,,shrub,opposite,simple,pinnate,entire,interpetiolar,none,absent,absent
Psychotria berizokae,K000034429,Eudicots-Asterids,Gentianales,Rubiaceae,Psychotria,Psychotria berizokae (Bremek.) A.P. Davis & Govaerts ,,shrub,opposite,simple,pinnate,entire,interpetiolar,none,absent,absent
Psychotria berizokae,K000045577,Eudicots-Asterids,Gentianales,Rubiaceae,Psychotria,Psychotria berizokae (Bremek.) A.P. Davis & Govaerts ,,shrub,opposite,simple,pinnate,entire,interpetiolar,none,absent,absent
Psychotria berizokae,K000045578,Eudicots-Asterids,Gentianales,Rubiaceae,Psychotria,Psychotria berizokae (Bremek.) A.P. Davis & Govaerts ,,shrub,opposite,simple,pinnate,entire,interpetiolar,none,absent,absent
Psychotria berizokae,K000045579,Eudicots-Asterids,Gentianales,Rubiaceae,Psychotria,Psychotria berizokae (Bremek.) A.P. Davis & Govaerts ,,shrub,opposite,simple,pinnate,entire,interpetiolar,none,absent,absent
Psychotria boenyana,K000034543,Eudicots-Asterids,Gentianales,Rubiaceae,Psychotria,Psychotria boenyana (Bremek.) A.P. Davis & Govaerts ,,shrub,opposite,simple,pinnate,entire,interpetiolar,none,absent,absent
Psychotria boenyana,K000034574,Eudicots-Asterids,Gentianales,Rubiaceae,Psychotria,Psychotria boenyana (Bremek.) A.P. Davis & Govaerts ,,shrub,opposite,simple,pinnate,entire,interpetiolar,none,absent,absent
Psychotria boenyana,K000045698,Eudicots-Asterids,Gentianales,Rubiaceae,Psychotria,Psychotria boenyana (Bremek.) A.P. Davis & Govaerts ,,shrub,opposite,simple,pinnate,entire,interpetiolar,none,absent,absent
Psychotria boenyana,K000045699,Eudicots-Asterids,Gentianales,Rubiaceae,Psychotria,Psychotria boenyana (Bremek.) A.P. Davis & Govaerts ,,shrub,opposite,simple,pinnate,entire,interpetiolar,none,absent,absent
Psychotria boenyana,K000045700,Eudicots-Asterids,Gentianales,Rubiaceae,Psychotria,Psychotria boenyana (Bremek.) A.P. Davis & Govaerts ,,shrub,opposite,simple,pinnate,entire,interpetiolar,none,absent,absent
Psydrax occidentalis,K000175901,Eudicots-Asterids,Gentianales,Rubiaceae,Psydrax,Psydrax occidentalis (Cavaco) A.P. Davis & Bridson ,,shrub,opposite,simple,pinnate,entire,interpetiolar,none,absent,absent
Psydrax occidentalis,K000551293,Eudicots-Asterids,Gentianales,Rubiaceae,Psydrax,Psydrax occidentalis (Cavaco) A.P. Davis & Bridson ,,shrub,opposite,simple,pinnate,entire,interpetiolar,none,absent,absent
Psydrax occidentalis,K000551294,Eudicots-Asterids,Gentianales,Rubiaceae,Psydrax,Psydrax occidentalis (Cavaco) A.P. Davis & Bridson ,,shrub,opposite,simple,pinnate,entire,interpetiolar,none,absent,absent
Psydrax occidentalis,K000551937,Eudicots-Asterids,Gentianales,Rubiaceae,Psydrax,Psydrax occidentalis (Cavaco) A.P. Davis & Bridson ,,shrub,opposite,simple,pinnate,entire,interpetiolar,none,absent,absent
Psydrax occidentalis,K000551937_a,Eudicots-Asterids,Gentianales,Rubiaceae,Psydrax,Psydrax occidentalis (Cavaco) A.P. Davis & Bridson ,,shrub,opposite,simple,pinnate,entire,interpetiolar,none,absent,absent
Psydrax occidentalis,K000551959,Eudicots-Asterids,Gentianales,Rubiaceae,Psydrax,Psydrax occidentalis (Cavaco) A.P. Davis & Bridson ,,shrub,opposite,simple,pinnate,entire,interpetiolar,none,absent,absent
Pyrostria ampijoroensis,K001932242,Eudicots-Asterids,Gentianales,Rubiaceae,Pyrostria,"Pyrostria ampijoroensis (Arènes) Razafim., Lantz & B. Bremer ",,shrub,opposite,simple,pinnate,entire,interpetiolar,none,absent,absent
Pyrostria bibracteata,K000175799,Eudicots-Asterids,Gentianales,Rubiaceae,Pyrostria,Pyrostria bibracteata (Baker) Cavaco ,,shrub;tree,opposite,simple,pinnate,entire,interpetiolar,none,absent,absent
Pyrostria bibracteata,K001909443,Eudicots-Asterids,Gentianales,Rubiaceae,Pyrostria,Pyrostria bibracteata (Baker) Cavaco ,,shrub;tree,opposite,simple,pinnate,entire,interpetiolar,none,absent,absent
Pyrostria bibracteata,K005369042,Eudicots-Asterids,Gentianales,Rubiaceae,Pyrostria,Pyrostria bibracteata (Baker) Cavaco ,,shrub;tree,opposite,simple,pinnate,entire,interpetiolar,none,absent,absent
Pyrostria richardiae,K000176025,Eudicots-Asterids,Gentianales,Rubiaceae,Pyrostria,"Pyrostria richardiae (Cavaco) Razafim., Lantz & B. Bremer ",,shrub,opposite,simple,pinnate,entire,interpetiolar,none,absent,absent
Pyrostria richardiae,K000176026,Eudicots-Asterids,Gentianales,Rubiaceae,Pyrostria,"Pyrostria richardiae (Cavaco) Razafim., Lantz & B. Bremer ",,shrub,opposite,simple,pinnate,entire,interpetiolar,none,absent,absent
Pyrostria richardiae,K000176505,Eudicots-Asterids,Gentianales,Rubiaceae,Pyrostria,"Pyrostria richardiae (Cavaco) Razafim., Lantz & B. Bremer ",,shrub,opposite,simple,pinnate,entire,interpetiolar,none,absent,absent
Triainolepis opaca,K000034330,Eudicots-Asterids,Gentianales,Rubiaceae,Triainolepis,Triainolepis opaca Bremek. ,,shrub,opposite,simple,pinnate,entire,interpetiolar,none,absent,absent
Tricalysia madagascariensis,K000032947,Eudicots-Asterids,Gentianales,Rubiaceae,Tricalysia,Tricalysia madagascariensis (Drake ex Dubard) A. Chev. ,,shrub;tree,opposite,simple,pinnate,entire,interpetiolar,none,absent,absent
Tricalysia madagascariensis,K000176217,Eudicots-Asterids,Gentianales,Rubiaceae,Tricalysia,Tricalysia madagascariensis (Drake ex Dubard) A. Chev. ,,shrub;tree,opposite,simple,pinnate,entire,interpetiolar,none,absent,absent
Tricalysia madagascariensis,K000550010,Eudicots-Asterids,Gentianales,Rubiaceae,Tricalysia,Tricalysia madagascariensis (Drake ex Dubard) A. Chev. ,,shrub;tree,opposite,simple,pinnate,entire,interpetiolar,none,absent,absent
Tricalysia madagascariensis,K004932707,Eudicots-Asterids,Gentianales,Rubiaceae,Tricalysia,Tricalysia madagascariensis (Drake ex Dubard) A. Chev. ,,shrub;tree,opposite,simple,pinnate,entire,interpetiolar,none,absent,absent
Tricalysia majungensis,K000550097,Eudicots-Asterids,Gentianales,Rubiaceae,Tricalysia,Tricalysia majungensis Randriamb. & De Block ,,shrub;tree,opposite,simple,pinnate,entire,interpetiolar,none,absent,absent
Tricalysia majungensis,K000550097_a,Eudicots-Asterids,Gentianales,Rubiaceae,Tricalysia,Tricalysia majungensis Randriamb. & De Block ,,shrub;tree,opposite,simple,pinnate,entire,interpetiolar,none,absent,absent
Tricalysia majungensis,K000550817,Eudicots-Asterids,Gentianales,Rubiaceae,Tricalysia,Tricalysia majungensis Randriamb. & De Block ,,shrub;tree,opposite,simple,pinnate,entire,interpetiolar,none,absent,absent
Tricalysia majungensis,K001588236,Eudicots-Asterids,Gentianales,Rubiaceae,Tricalysia,Tricalysia majungensis Randriamb. & De Block ,,shrub;tree,opposite,simple,pinnate,entire,interpetiolar,none,absent,absent
Tricalysia perrieri,K000175108,Eudicots-Asterids,Gentianales,Rubiaceae,Tricalysia,Tricalysia perrieri Homolle ex Randriamb. & De Block ,,shrub;tree,opposite,simple,pinnate,entire,interpetiolar,none,absent,absent
Tricalysia perrieri,K000176596,Eudicots-Asterids,Gentianales,Rubiaceae,Tricalysia,Tricalysia perrieri Homolle ex Randriamb. & De Block ,,shrub;tree,opposite,simple,pinnate,entire,interpetiolar,none,absent,absent
Uncaria africana,K000032908,Eudicots-Asterids,Gentianales,Rubiaceae,Uncaria,Uncaria africana G. Don ,,climber,opposite,simple,pinnate,entire,interpetiolar,none,hooks,absent
Uncaria africana,K000032909,Eudicots-Asterids,Gentianales,Rubiaceae,Uncaria,Uncaria africana G. Don ,,climber,opposite,simple,pinnate,entire,interpetiolar,none,hooks,absent
Uncaria africana,K000032910,Eudicots-Asterids,Gentianales,Rubiaceae,Uncaria,Uncaria africana G. Don ,,climber,opposite,simple,pinnate,entire,interpetiolar,none,hooks,absent
Uncaria africana,K000032911,Eudicots-Asterids,Gentianales,Rubiaceae,Uncaria,Uncaria africana G. Don ,,climber,opposite,simple,pinnate,entire,interpetiolar,none,hooks,absent
Uncaria africana,K000032913,Eudicots-Asterids,Gentianales,Rubiaceae,Uncaria,Uncaria africana G. Don ,,climber,opposite,simple,pinnate,entire,interpetiolar,none,hooks,absent
Anisotes venosus,K005253061,Eudicots-Asterids,Lamiales,Acanthaceae,Anisotes,"Anisotes venosus T.F. Daniel, Letsara & Martín-Bravo ",,herb;shrub,opposite,simple,pinnate,entire,absent,none,absent,absent
Anisotes venosus,K005253062,Eudicots-Asterids,Lamiales,Acanthaceae,Anisotes,"Anisotes venosus T.F. Daniel, Letsara & Martín-Bravo ",,herb;shrub,opposite,simple,pinnate,entire,absent,none,absent,absent
Crossandra albolineata,K000664269,Eudicots-Asterids,Lamiales,Acanthaceae,Crossandra,Crossandra albolineata Benoist ,,shrub,opposite,simple,pinnate,entire,absent,none,absent,absent
Crossandra albolineata,K000753237,Eudicots-Asterids,Lamiales,Acanthaceae,Crossandra,Crossandra albolineata Benoist ,,shrub,opposite,simple,pinnate,entire,absent,none,absent,absent
Crossandra albolineata,K000952024,Eudicots-Asterids,Lamiales,Acanthaceae,Crossandra,Crossandra albolineata Benoist ,,shrub,opposite,simple,pinnate,entire,absent,none,absent,absent
Ecbolium syringifolium,K000874015,Eudicots-Asterids,Lamiales,Acanthaceae,Ecbolium,Ecbolium syringifolium (Vahl) Vollesen ,,shrub,opposite,simple,pinnate,entire,absent,none,absent,absent
Ecbolium syringifolium,K001896694,Eudicots-Asterids,Lamiales,Acanthaceae,Ecbolium,Ecbolium syringifolium (Vahl) Vollesen ,,shrub,opposite,simple,pinnate,entire,absent,none,absent,absent
Ecbolium syringifolium,K004704022,Eudicots-Asterids,Lamiales,Acanthaceae,Ecbolium,Ecbolium syringifolium (Vahl) Vollesen ,,shrub,opposite,simple,pinnate,entire,absent,none,absent,absent
Ecbolium syringifolium,K004704023,Eudicots-Asterids,Lamiales,Acanthaceae,Ecbolium,Ecbolium syringifolium (Vahl) Vollesen ,,shrub,opposite,simple,pinnate,entire,absent,none,absent,absent
Ecbolium syringifolium,K004704024,Eudicots-Asterids,Lamiales,Acanthaceae,Ecbolium,Ecbolium syringifolium (Vahl) Vollesen ,,shrub,opposite,simple,pinnate,entire,absent,none,absent,absent
Hypoestes lasioclada,K004700791,Eudicots-Asterids,Lamiales,Acanthaceae,Hypoestes,Hypoestes lasioclada Nees ,,herb;shrub,opposite,simple,pinnate,entire,absent,none,absent,absent
Hypoestes lasioclada,K004700792,Eudicots-Asterids,Lamiales,Acanthaceae,Hypoestes,Hypoestes lasioclada Nees ,,herb;shrub,opposite,simple,pinnate,entire,absent,none,absent,absent
Hypoestes lasioclada,K004700793,Eudicots-Asterids,Lamiales,Acanthaceae,Hypoestes,Hypoestes lasioclada Nees ,,herb;shrub,opposite,simple,pinnate,entire,absent,none,absent,absent
Hypoestes lasioclada,K004700793_a,Eudicots-Asterids,Lamiales,Acanthaceae,Hypoestes,Hypoestes lasioclada Nees ,,herb;shrub,opposite,simple,pinnate,entire,absent,none,absent,absent
Hypoestes lasioclada,K004700794,Eudicots-Asterids,Lamiales,Acanthaceae,Hypoestes,Hypoestes lasioclada Nees ,,herb;shrub,opposite,simple,pinnate,entire,absent,none,absent,absent
Justicia trifolioides,K000378544,Eudicots-Asterids,Lamiales,Acanthaceae,Justicia,Justicia trifolioides T. Anderson ,,herb;shrub,opposite,simple,pinnate,entire,absent,none,absent,absent
Justicia trifolioides,K000378545,Eudicots-Asterids,Lamiales,Acanthaceae,Justicia,Justicia trifolioides T. Anderson ,,herb;shrub,opposite,simple,pinnate,entire,absent,none,absent,absent
Justicia trifolioides,K000378546,Eudicots-Asterids,Lamiales,Acanthaceae,Justicia,Justicia trifolioides T. Anderson ,,herb;shrub,opposite,simple,pinnate,entire,absent,none,absent,absent
Justicia trifolioides,K000378547,Eudicots-Asterids,Lamiales,Acanthaceae,Justicia,Justicia trifolioides T. Anderson ,,herb;shrub,opposite,simple,pinnate,entire,absent,none,absent,absent
Justicia trifolioides,K005251583,Eudicots-Asterids,Lamiales,Acanthaceae,Justicia,Justicia trifolioides T. Anderson ,,herb;shrub,opposite,simple,pinnate,entire,absent,none,absent,absent
Leandriella valvata,K000662513,Eudicots-Asterids,Lamiales,Acanthaceae,Leandriella,Leandriella valvata Benoist ,,herb;shrub,opposite,simple,pinnate,entire,absent,none,absent,absent
Leandriella valvata,K000662514,Eudicots-Asterids,Lamiales,Acanthaceae,Leandriella,Leandriella valvata Benoist ,,herb;shrub,opposite,simple,pinnate,entire,absent,none,absent,absent
Leandriella valvata,K000662595,Eudicots-Asterids,Lamiales,Acanthaceae,Leandriella,Leandriella valvata Benoist ,,herb;shrub,opposite,simple,pinnate,entire,absent,none,absent,absent
Leandriella valvata,K000662595_a,Eudicots-Asterids,Lamiales,Acanthaceae,Leandriella,Leandriella valvata Benoist ,,herb;shrub,opposite,simple,pinnate,entire,absent,none,absent,absent
Leandriella valvata,K001295749,Eudicots-Asterids,Lamiales,Acanthaceae,Leandriella,Leandriella valvata Benoist ,,herb;shrub,opposite,simple,pinnate,entire,absent,none,absent,absent
Leandriella valvata,K001400583,Eudicots-Asterids,Lamiales,Acanthaceae,Leandriella,Leandriella valvata Benoist ,,herb;shrub,opposite,simple,pinnate,entire,absent,none,absent,absent
Neuracanthus madagascariensis,K000394602,Eudicots-Asterids,Lamiales,Acanthaceae,Neuracanthus,Neuracanthus madagascariensis Benoist ,,herb;shrub,opposite,simple,pinnate,entire,absent,none,absent,absent
Phaulopsis imbricata,K000753230,Eudicots-Asterids,Lamiales,Acanthaceae,Phaulopsis,Phaulopsis imbricata (Forssk.) Sweet ,,climber;herb,opposite,simple,pinnate,entire,absent,none,absent,absent
Pseudocalyx saccatus,K000393688,Eudicots-Asterids,Lamiales,Acanthaceae,Pseudocalyx,Pseudocalyx saccatus Radlk. ,,climber,opposite,simple,pinnate,entire,absent,none,absent,absent
Pseudocalyx saccatus,K000393689,Eudicots-Asterids,Lamiales,Acanthaceae,Pseudocalyx,Pseudocalyx saccatus Radlk. ,,climber,opposite,simple,pinnate,entire,absent,none,absent,absent
Pseudocalyx saccatus,K000393690,Eudicots-Asterids,Lamiales,Acanthaceae,Pseudocalyx,Pseudocalyx saccatus Radlk. ,,climber,opposite,simple,pinnate,entire,absent,none,absent,absent
Pseudocalyx saccatus,K000662512,Eudicots-Asterids,Lamiales,Acanthaceae,Pseudocalyx,Pseudocalyx saccatus Radlk. ,,climber,opposite,simple,pinnate,entire,absent,none,absent,absent
Pseudocalyx saccatus,K000663030,Eudicots-Asterids,Lamiales,Acanthaceae,Pseudocalyx,Pseudocalyx saccatus Radlk. ,,climber,opposite,simple,pinnate,entire,absent,none,absent,absent
Pseudocalyx saccatus,K000663030_a,Eudicots-Asterids,Lamiales,Acanthaceae,Pseudocalyx,Pseudocalyx saccatus Radlk. ,,climber,opposite,simple,pinnate,entire,absent,none,absent,absent
Colea muricata,K000430403,Eudicots-Asterids,Lamiales,Bignoniaceae,Colea,Colea muricata H. Perrier ,,shrub;tree,opposite,imparipinnate,pinnate,entire,absent,none,absent,absent
Fernandoa macrantha,K000430412,Eudicots-Asterids,Lamiales,Bignoniaceae,Fernandoa,Fernandoa macrantha (Baker) A.H. Gentry ,,tree,opposite,imparipinnate,pinnate,entire,absent,none,absent,absent
Fernandoa macrantha,K000430413,Eudicots-Asterids,Lamiales,Bignoniaceae,Fernandoa,Fernandoa macrantha (Baker) A.H. Gentry ,,tree,opposite,imparipinnate,pinnate,entire,absent,none,absent,absent
Fernandoa macrantha,K000430414,Eudicots-Asterids,Lamiales,Bignoniaceae,Fernandoa,Fernandoa macrantha (Baker) A.H. Gentry ,,tree,opposite,imparipinnate,pinnate,entire,absent,none,absent,absent
Fernandoa macrantha,K004924032,Eudicots-Asterids,Lamiales,Bignoniaceae,Fernandoa,Fernandoa macrantha (Baker) A.H. Gentry ,,tree,opposite,imparipinnate,pinnate,entire,absent,none,absent,absent
Phyllarthron subumbellatum,K005601040,Eudicots-Asterids,Lamiales,Bignoniaceae,Phyllarthron,Phyllarthron subumbellatum H. Perrier ,,shrub,opposite,phylloclade,pinnate,entire,absent,none,absent,absent
Phyllarthron subumbellatum,K005601041,Eudicots-Asterids,Lamiales,Bignoniaceae,Phyllarthron,Phyllarthron subumbellatum H. Perrier ,,shrub,opposite,phylloclade,pinnate,entire,absent,none,absent,absent
Phyllarthron subumbellatum,K005601042,Eudicots-Asterids,Lamiales,Bignoniaceae,Phyllarthron,Phyllarthron subumbellatum H. Perrier ,,shrub,opposite,phylloclade,pinnate,entire,absent,none,absent,absent
Phyllarthron subumbellatum,K005601043,Eudicots-Asterids,Lamiales,Bignoniaceae,Phyllarthron,Phyllarthron subumbellatum H. Perrier ,,shrub,opposite,phylloclade,pinnate,entire,absent,none,absent,absent
Phyllarthron subumbellatum,K005601044,Eudicots-Asterids,Lamiales,Bignoniaceae,Phyllarthron,Phyllarthron subumbellatum H. Perrier ,,shrub,opposite,phylloclade,pinnate,entire,absent,none,absent,absent
Schizenterospermum rotundifolium,K000033438,Eudicots-Asterids,Lamiales,Bignoniaceae,Schizenterospermum,Schizenterospermum rotundifolium Homolle ex Arènes ,,tree,opposite,imparipinnate,pinnate,entire,absent,none,absent,absent
Schizenterospermum rotundifolium,K000033977,Eudicots-Asterids,Lamiales,Bignoniaceae,Schizenterospermum,Schizenterospermum rotundifolium Homolle ex Arènes ,,tree,opposite,imparipinnate,pinnate,entire,absent,none,absent,absent
Schizenterospermum rotundifolium,K000726642,Eudicots-Asterids,Lamiales,Bignoniaceae,Schizenterospermum,Schizenterospermum rotundifolium Homolle ex Arènes ,,tree,opposite,imparipinnate,pinnate,entire,absent,none,absent,absent
Schizenterospermum rotundifolium,K000726649,Eudicots-Asterids,Lamiales,Bignoniaceae,Schizenterospermum,Schizenterospermum rotundifolium Homolle ex Arènes ,,tree,opposite,imparipinnate,pinnate,entire,absent,none,absent,absent
Stereospermum euphorioides,K000430336,Eudicots-Asterids,Lamiales,Bignoniaceae,Stereospermum,Stereospermum euphorioides DC. ,,tree,opposite,imparipinnate,pinnate,entire,absent,none,absent,absent
Stereospermum euphorioides,K000430337,Eudicots-Asterids,Lamiales,Bignoniaceae,Stereospermum,Stereospermum euphorioides DC. ,,tree,opposite,imparipinnate,pinnate,entire,absent,none,absent,absent
Stereospermum euphorioides,K000430338,Eudicots-Asterids,Lamiales,Bignoniaceae,Stereospermum,Stereospermum euphorioides DC. ,,tree,opposite,imparipinnate,pinnate,entire,absent,none,absent,absent
Stereospermum euphorioides,K000936371,Eudicots-Asterids,Lamiales,Bignoniaceae,Stereospermum,Stereospermum euphorioides DC. ,,tree,opposite,imparipinnate,pinnate,entire,absent,none,absent,absent
Stereospermum euphorioides,K000936416,Eudicots-Asterids,Lamiales,Bignoniaceae,Stereospermum,Stereospermum euphorioides DC. ,,tree,opposite,imparipinnate,pinnate,entire,absent,none,absent,absent
Clerodendrum involucratum,K000192966,Eudicots-Asterids,Lamiales,Lamiaceae,Clerodendrum,Clerodendrum involucratum Vatke ,,tree,opposite,simple,pinnate,entire,absent,none,absent,absent
Clerodendrum involucratum,K000249810,Eudicots-Asterids,Lamiales,Lamiaceae,Clerodendrum,Clerodendrum involucratum Vatke ,,tree,opposite,simple,pinnate,entire,absent,none,absent,absent
Clerodendrum involucratum,K000414585,Eudicots-Asterids,Lamiales,Lamiaceae,Clerodendrum,Clerodendrum involucratum Vatke ,,tree,opposite,simple,pinnate,entire,absent,none,absent,absent
Clerodendrum involucratum,K000663098,Eudicots-Asterids,Lamiales,Lamiaceae,Clerodendrum,Clerodendrum involucratum Vatke ,,tree,opposite,simple,pinnate,entire,absent,none,absent,absent
Clerodendrum involucratum,K000853725,Eudicots-Asterids,Lamiales,Lamiaceae,Clerodendrum,Clerodendrum involucratum Vatke ,,tree,opposite,simple,pinnate,entire,absent,none,absent,absent
Karomia madagascariensis,K000479083,Eudicots-Asterids,Lamiales,Lamiaceae,Karomia,Karomia madagascariensis (Moldenke) R. Fern. ,,tree,opposite,simple,pinnate,entire,absent,none,absent,absent
Karomia madagascariensis,K005015673,Eudicots-Asterids,Lamiales,Lamiaceae,Karomia,Karomia madagascariensis (Moldenke) R. Fern. ,,tree,opposite,simple,pinnate,entire,absent,none,absent,absent
Karomia mira,K000936341,Eudicots-Asterids,Lamiales,Lamiaceae,Karomia,Karomia mira (Moldenke) R. Fern. ,,tree,opposite,simple,pinnate,entire,absent,none,absent,absent
Karomia mira,K000953398,Eudicots-Asterids,Lamiales,Lamiaceae,Karomia,Karomia mira (Moldenke) R. Fern. ,,tree,opposite,simple,pinnate,entire,absent,none,absent,absent
Karomia mira,K001521069,Eudicots-Asterids,Lamiales,Lamiaceae,Karomia,Karomia mira (Moldenke) R. Fern. ,,tree,opposite,simple,pinnate,entire,absent,none,absent,absent
Leonotis nepetifolia,K005776681,Eudicots-Asterids,Lamiales,Lamiaceae,Leonotis,Leonotis nepetifolia (L.) R. Br. ,,herb;shrub,opposite,simple,pinnate,crenate,absent,none,absent,absent
Leonotis nepetifolia,K005776682,Eudicots-Asterids,Lamiales,Lamiaceae,Leonotis,Leonotis nepetifolia (L.) R. Br. ,,herb;shrub,opposite,simple,pinnate,crenate,absent,none,absent,absent
Leonotis nepetifolia,K005776683,Eudicots-Asterids,Lamiales,Lamiaceae,Leonotis,Leonotis nepetifolia (L.) R. Br. ,,herb;shrub,opposite,simple,pinnate,crenate,absent,none,absent,absent
Leonotis nepetifolia,K005776684,Eudicots-Asterids,Lamiales,Lamiaceae,Leonotis,Leonotis nepetifolia (L.) R. Br. ,,herb;shrub,opposite,simple,pinnate,crenate,absent,none,absent,absent
Orthosiphon biflorus,K005416131,Eudicots-Asterids,Lamiales,Lamiaceae,Orthosiphon,Orthosiphon biflorus A.J. Paton & Hedge ,,shrub,opposite,simple,pinnate,crenate,absent,none,absent,absent
Orthosiphon biflorus,K005416132,Eudicots-Asterids,Lamiales,Lamiaceae,Orthosiphon,Orthosiphon biflorus A.J. Paton & Hedge ,,shrub,opposite,simple,pinnate,crenate,absent,none,absent,absent
Orthosiphon biflorus,K005416133,Eudicots-Asterids,Lamiales,Lamiaceae,Orthosiphon,Orthosiphon biflorus A.J. Paton & Hedge ,,shrub,opposite,simple,pinnate,crenate,absent,none,absent,absent
Premna longiacuminata,K000751323,Eudicots-Asterids,Lamiales,Lamiaceae,Premna,Premna longiacuminata Moldenke ,,tree,opposite,simple,pinnate,entire,absent,none,absent,absent
Premna longiacuminata,K001331623,Eudicots-Asterids,Lamiales,Lamiaceae,Premna,Premna longiacuminata Moldenke ,,tree,opposite,simple,pinnate,entire,absent,none,absent,absent
Premna longiacuminata,K001331623_a,Eudicots-Asterids,Lamiales,Lamiaceae,Premna,Premna longiacuminata Moldenke ,,tree,opposite,simple,pinnate,entire,absent,none,absent,absent
Premna longiacuminata,K001331624,Eudicots-Asterids,Lamiales,Lamiaceae,Premna,Premna longiacuminata Moldenke ,,tree,opposite,simple,pinnate,entire,absent,none,absent,absent
Premna longiacuminata,K001521090,Eudicots-Asterids,Lamiales,Lamiaceae,Premna,Premna longiacuminata Moldenke ,,tree,opposite,simple,pinnate,entire,absent,none,absent,absent
Premna perplexans,K001331625,Eudicots-Asterids,Lamiales,Lamiaceae,Premna,Premna perplexans Moldenke ,,tree,opposite,simple,pinnate,entire,absent,none,absent,absent
Premna perplexans,K001331626,Eudicots-Asterids,Lamiales,Lamiaceae,Premna,Premna perplexans Moldenke ,,tree,opposite,simple,pinnate,entire,absent,none,absent,absent
Premna perplexans,K001331627,Eudicots-Asterids,Lamiales,Lamiaceae,Premna,Premna perplexans Moldenke ,,tree,opposite,simple,pinnate,entire,absent,none,absent,absent
Premna perplexans,K001331628,Eudicots-Asterids,Lamiales,Lamiaceae,Premna,Premna perplexans Moldenke ,,tree,opposite,simple,pinnate,entire,absent,none,absent,absent
Premna perplexans,K001331629,Eudicots-Asterids,Lamiales,Lamiaceae,Premna,Premna perplexans Moldenke ,,tree,opposite,simple,pinnate,entire,absent,none,absent,absent
Rotheca microphylla,K000607527,Eudicots-Asterids,Lamiales,Lamiaceae,Rotheca,Rotheca microphylla (Blume) Callm. & Phillipson ,,shrub,opposite,simple,pinnate,entire,absent,none,absent,absent
Rotheca microphylla,K001928512,Eudicots-Asterids,Lamiales,Lamiaceae,Rotheca,Rotheca microphylla (Blume) Callm. & Phillipson ,,shrub,opposite,simple,pinnate,entire,absent,none,absent,absent
Rotheca microphylla,K005017093,Eudicots-Asterids,Lamiales,Lamiaceae,Rotheca,Rotheca microphylla (Blume) Callm. & Phillipson ,,shrub,opposite,simple,pinnate,entire,absent,none,absent,absent
Vitex perrieri,K004549131,Eudicots-Asterids,Lamiales,Lamiaceae,Vitex,Vitex perrieri Danguy ,,tree,opposite,palmate,palmate,entire,absent,none,absent,absent
Vitex perrieri,K004549133,Eudicots-Asterids,Lamiales,Lamiaceae,Vitex,Vitex perrieri Danguy ,,tree,opposite,palmate,palmate,entire,absent,none,absent,absent
Vitex perrieri,K004549136,Eudicots-Asterids,Lamiales,Lamiaceae,Vitex,Vitex perrieri Danguy ,,tree,opposite,palmate,palmate,entire,absent,none,absent,absent
Noronhia alleizettei,K000233201,Eudicots-Asterids,Lamiales,Oleaceae,Noronhia,Noronhia alleizettei Dubard ,,shrub;tree,opposite,simple,pinnate,entire,absent,none,absent,absent
Noronhia alleizettei,K000233202,Eudicots-Asterids,Lamiales,Oleaceae,Noronhia,Noronhia alleizettei Dubard ,,shrub;tree,opposite,simple,pinnate,entire,absent,none,absent,absent
Noronhia alleizettei,K000233203,Eudicots-Asterids,Lamiales,Oleaceae,Noronhia,Noronhia alleizettei Dubard ,,shrub;tree,opposite,simple,pinnate,entire,absent,none,absent,absent
Noronhia oblanceolata,K000937769,Eudicots-Asterids,Lamiales,Oleaceae,Noronhia,Noronhia oblanceolata H. Perrier ,,shrub;tree,opposite,simple,pinnate,entire,absent,none,absent,absent
