TaxonomicName,CatalogueNumber,Clade,Order,Family,Genus,FullName,VernacularName,TypeStatus,TypeName,DecimalLatitude,DecimalLongitude,Locality,RecordedBy,RecordNumber,CollectionDate,Country,InstitutionCode,ImageFile,Habit,LeafArrangement,LeafForm,LeafVenation,LeafMargin,Stipules,Exudate,StemArmature,Tendrils,LeafSample,DNAextracted,DNAsequenced,DNAnotes,EditedAt
Xerochlamys elliptica,K005508235,,,Sarcolaenaceae,Xerochlamys,Xerochlamys elliptica,,,,-20.1397,46.9789,,"Hong-Wa, C.; Andriamihajarivo, T.; Ravalimanarivo, N.L.; Rakotonirina, B.",330,2005-06-21 00:00:00,Madagascar,K,K005508235,,,,,,,,,,,,,Not attempted,
Xerochlamys elliptica,K005508236,,,Sarcolaenaceae,Xerochlamys,Xerochlamys elliptica,,,,-20.1706,47.0361,,"Koopman, M.M.; Andriamihajarivo, T.",161,2003-02-23 00:00:00,Madagascar,K,K005508236,,,,,,,,,,,,,Not attempted,
Xerochlamys elliptica,K005508234,,,Sarcolaenaceae,Xerochlamys,Xerochlamys elliptica,,,,-20.4381,47.0617,,"Hong-Wa, C.; Andriamihajarivo, T.; Ravalimanarivo, N.L.; Rakotoarijaona, A.",349,2005-06-22 00:00:00,Madagascar,K,K005508234,,,,,,,,,,,,,Not attempted,
Xerochlamys itremoensis,K001036738,,,Sarcolaenaceae,Xerochlamys,Xerochlamys itremoensis,,,,-20.5731,46.5831,,"Onjalalaina, G.E.; Rakotonasolo, F.; Rajaovelona, L.R.; Rabarivola, M.L.",OLG 203,2014-01-13 00:00:00,Madagascar,K,K001036738,,,,,,,,,,,,,Not attempted,
Xerochlamys itremoensis,K001303600,,,Sarcolaenaceae,Xerochlamys,Xerochlamys itremoensis,,,,-20.4367,46.7817,,"Rajaovelona, L.R.; Rakotonasolo, F.; Rakotoarisoa, A.A.; Ranaivomanana, T.; Andry Ny Aina, T.N.A.",MDG05-12-19 101,2019-12-13 00:00:00,Madagascar,K,,,,,,,,,,,,,,Not attempted,
Xerochlamys itremoensis,K001304954,,,Sarcolaenaceae,Xerochlamys,Xerochlamys itremoensis,,,,-20.5964,46.5786,,"Rajaovelona, L.R.; Rakotonasolo, F.; Rakotoarisoa, A.A.; Ranaivomanana, T.; Andry Ny Aina, T.N.A.; Rasaminirina, F.; Rakotondrasoa, V.; Razafimahatratra, E.J.",MDG113-12-19 137,2019-12-09 00:00:00,Madagascar,K,,,,,,,,,,,,,,Not attempted,
Xerochlamys itremoensis,K001303138,,,Sarcolaenaceae,Xerochlamys,Xerochlamys itremoensis,,,,-20.5531,46.6172,,"Rakotonasolo, F.; Rajaovelona, L.; Rakotoarisoa, A.; Razanandrakoto, H.",MDG113-12-19 69,2019-12-08 00:00:00,Madagascar,K,,,,,,,,,,,,,,Not attempted,
Xerochlamys itremoensis,K001303905,,,Sarcolaenaceae,Xerochlamys,Xerochlamys itremoensis,,,,-20.5031,46.5522,,"Rakotonasolo, F.; Rajaovelona, L.",MDG113_7 30,2019-02-23 00:00:00,Madagascar,K,K001303905,,,,,,,,,,,,,Not attempted,
Xerochlamys itremoensis,K001303908,,,Sarcolaenaceae,Xerochlamys,Xerochlamys itremoensis,,,,-20.5008,46.5589,,"Rakotonasolo, F.; Rajaovelona, L.",MDG113_7 72,2019-02-24 00:00:00,Madagascar,K,K001303908,,,,,,,,,,,,,Not attempted,
Xerochlamys itremoensis,K001303243,,,Sarcolaenaceae,Xerochlamys,Xerochlamys itremoensis,,,,-20.4992,46.8606,,"Rajaovelona, L.R.; Rakotonasolo, F.; Rakotoarisoa, A.A.; Ranaivomanana, T.; Andry Ny Aina, T.N.A.; Rasaminirina, F.; Rakotondrasoa, V.; Razafimahatratra, E.J.",MDG05-12-19 109,2019-12-14 00:00:00,Madagascar,K,,,,,,,,,,,,,,Not attempted,
Xerochlamys itremoensis,K001899350,,,Sarcolaenaceae,Xerochlamys,Xerochlamys itremoensis,,,,-20.6131,46.5789,,"Rakotomalaza,Pierre J.; Sikes,K.; Rasolomanana,C.; Andrianasolo,S.; Raharilala,J.; Rakotomamonjy,T.",671,1996-03-23 00:00:00,Madagascar,K,,,,,,,,,,,,,,Not attempted,
Xerochlamys itremoensis,K001899363,,,Sarcolaenaceae,Xerochlamys,Xerochlamys itremoensis,,,,-20.6,46.5333,,"Randrianasolo,A.",237,1992-07-06 00:00:00,Madagascar,K,,,,,,,,,,,,,,Not attempted,
Xerochlamys itremoensis,K005508260,,,Sarcolaenaceae,Xerochlamys,Xerochlamys itremoensis,,,,-20.5928,46.5717,,"Labat, J.-N.; Haevermans, T.; Rabenantoandro, J.; Cook, B.",3057,1999-03-27 00:00:00,Madagascar,K,K005508260,,,,,,,,,,,,,Not attempted,
Xerochlamys itremoensis,K005508261,,,Sarcolaenaceae,Xerochlamys,Xerochlamys itremoensis,,,,,,,"Humbert, H.",28175,1955-01-17 00:00:00,Madagascar,K,K005508261,,,,,,,,,,,,,Not attempted,
Xerochlamys tampoketsensis,K001899355,,,Sarcolaenaceae,Xerochlamys,Xerochlamys tampoketsensis,,,,-18.0814,47.1731,,"Andrianjafy,N.M.; Razafindrakoto,Y.F.; Buyck,Bart.",6,2000-01-01 00:00:00,Madagascar,K,,,,,,,,,,,,,,Not attempted,
Xerochlamys tampoketsensis,K005508262,,,Sarcolaenaceae,Xerochlamys,Xerochlamys tampoketsensis,,,,-17.2281,46.9986,,"Andrianiafy, N.M.; Birkinshaw, C.; Edmond",1026,2005-01-01 00:00:00,Madagascar,K,K005508262,,,,,,,,,,,,,Not attempted,
Xerochlamys tampoketsensis,K005508263,,,Sarcolaenaceae,Xerochlamys,Xerochlamys tampoketsensis,,,,-18.6258,47.2883,,"Rajaonary, F.",38,2010-03-09 00:00:00,Madagascar,K,K005508263,,,,,,,,,,,,,Not attempted,
Xerochlamys undulata,K005508270,,,Sarcolaenaceae,Xerochlamys,Xerochlamys undulata,,,,,,,"Capuron, R.",24112-SF,1965-05-23 00:00:00,Madagascar,K,K005508270,,,,,,,,,,,,,Not attempted,
Xerochlamys undulata,K001933115,,,Sarcolaenaceae,Xerochlamys,Xerochlamys undulata,,,,-22.55,45.3167,,"Du Puy, B.; Du Puy, D.; Labat, J-N.; Rakouth, B.",MB668,1990-02-15 00:00:00,Madagascar,K,K001933115,,,,,,,,,,,,,Not attempted,
Xerochlamys undulata,K005508274,,,Sarcolaenaceae,Xerochlamys,Xerochlamys undulata,,,,-22.7667,45.0167,,"Randrianasolo, A.",242,1992-07-11 00:00:00,Madagascar,K,K005508274,,,,,,,,,,,,,Not attempted,
Xerochlamys undulata,K005508268,,,Sarcolaenaceae,Xerochlamys,Xerochlamys undulata,,,,,,,"Leandri, J.; Saboureau, P.",3955,1960-11-18 00:00:00,Madagascar,K,K005508268,,,,,,,,,,,,,Not attempted,
Xerochlamys undulata,K001208182,,,Sarcolaenaceae,Xerochlamys,Xerochlamys undulata,,Type,Xerochlamys undulata,-22.6661,45.2792,,"Gong-wa, C.",372,2005-06-27 00:00:00,Madagascar,K,K001208182,,,,,,,,,,,,,,
Xerochlamys undulata,K005508271,,,Sarcolaenaceae,Xerochlamys,Xerochlamys undulata,,,,,,,"Capuron, R.",28500-SF,1968-12-19 00:00:00,Madagascar,K,K005508271,,,,,,,,,,,,,Not attempted,
Xerochlamys undulata,K005508265,,,Sarcolaenaceae,Xerochlamys,Xerochlamys undulata,,,,-22.65,46.35,,"Leeuwenberg, A.J.M.; Rapanarivo, S.",14619,1995-08-08 00:00:00,Madagascar,K,K005508265,,,,,,,,,,,,,Not attempted,
Xerochlamys undulata,K005508269,,,Sarcolaenaceae,Xerochlamys,Xerochlamys undulata,,,,,,,"Capuron, R.",24112SF,1965-05-23 00:00:00,Madagascar,K,K005508269,,,,,,,,,,,,,Not attempted,
Xerochlamys undulata,K005508273,,,Sarcolaenaceae,Xerochlamys,Xerochlamys undulata,,,,-22.6667,45.275,,"Randrianasolo, A.",243,1992-07-11 00:00:00,Madagascar,K,K005508273,,,,,,,,,,,,,Not attempted,
Xerochlamys undulata,K005508267,,,Sarcolaenaceae,Xerochlamys,Xerochlamys undulata,,,,,,,"Leandri, J.; Saboureau, P.",3955,1960-11-20 00:00:00,Madagascar,K,K005508267,,,,,,,,,,,,,Not attempted,
Xerochlamys undulata,K005508264,,,Sarcolaenaceae,Xerochlamys,Xerochlamys undulata,,,,,,,"Croat, T.B.",30611,1975-02-03 00:00:00,Madagascar,K,K005508264,,,,,,,,,,,,,Not attempted,
Xerochlamys undulata,K005508272,,,Sarcolaenaceae,Xerochlamys,Xerochlamys undulata,,,,,,,"Capuron, R.",28500-SF,1968-12-19 00:00:00,Madagascar,K,K005508272,,,,,,,,,,,,,Not attempted,
Xerochlamys undulata,K005508266,,,Sarcolaenaceae,Xerochlamys,Xerochlamys undulata,,,,,,,"Keraudren, M.",455,1960-03-01 00:00:00,Madagascar,K,K005508266,,,,,,,,,,,,,Not attempted,
Xerochlamys villosa,K001896656,,,Sarcolaenaceae,Xerochlamys,Xerochlamys villosa,,,,-22.55,45.3167,,"Du Puy, B.; Du Puy, D.; Labat, J.-N.; Rakouth, B.",MB659,,Madagascar,K,K001896656,,,,,,,,,,,,,Not attempted,
Xyloolaena sp.,K001913804,,,Sarcolaenaceae,Xyloolaena,Xyloolaena sp.,,,,-13.7765,47.9738,,"Tahinarivony, A.J.; Rasoanaivo, N.S.",TAJ660,2012-05-28 00:00:00,Madagascar,K,K001913804,,,,,,,,,,,,,Not attempted,
Xyloolaena sp.,K005434919,,,Sarcolaenaceae,Xyloolaena,Xyloolaena sp.,,,,,,,"Baron, R. (Revd.)",5799,,Madagascar,K,,,,,,,,,,,,,,Not attempted,
Xyloolaena sp.,K001914107,,,Sarcolaenaceae,Xyloolaena,Xyloolaena sp.,,,,,,,"Du Puy, B.D.; Du Puy, D.",MB249,,Madagascar,K,K001914107,,,,,,,,,,,,,Not attempted,
Xyloolaena sp.,K000240313,,,Sarcolaenaceae,Xyloolaena,Xyloolaena sp.,,Unknown,,,,,"Jumelle, H.",3018,1909-11-01 00:00:00,Madagascar,K,K000240313,,,,,,,,,,,,,,
Xyloolaena humbertii,K000240314,,,Sarcolaenaceae,Xyloolaena,Xyloolaena humbertii,,Unknown,,,,,"Humbert, H.",13837,1933-01-01 00:00:00,Madagascar,K,K000240314,,,,,,,,,,,,,,
Xyloolaena perrieri,K005508281,,,Sarcolaenaceae,Xyloolaena,Xyloolaena perrieri,,,,-20.0667,44.6667,,"Noyes, R.D.; Harder, D.K.; Rakotobe, E.A.; Razafindrabeaza, T.G.; Abraham, J.P.",1025,1992-03-18 00:00:00,Madagascar,K,,,,,,,,,,,,,,Not attempted,
Xyloolaena perrieri,K001607088,,,Sarcolaenaceae,Xyloolaena,Xyloolaena perrieri,,,,-12.9167,49.6667,,"Ranirison, P.; Nusbaumer, L.",949,2005-03-01 00:00:00,Madagascar,K,K001607088,,,,,,,,,,,,,Not attempted,
Xyloolaena perrieri,K005508280,,,Sarcolaenaceae,Xyloolaena,Xyloolaena perrieri,,,,-13.131,49.464,,"Gautier, L.; Nusbaumer, L.; Ranirison, P.",LG4656,2004-03-21 00:00:00,Madagascar,K,,,,,,,,,,,,,,Not attempted,
Xyloolaena perrieri,K005508284,,,Sarcolaenaceae,Xyloolaena,Xyloolaena perrieri,,,,-20.0681,44.6606,,"Ralimanana, H.; Rajeriarison, C.; Rakouth, B.; Rakotonasolo, F.; Rakotonirina, N.; Andrianaivoravelona, B.",322,2003-03-23 00:00:00,Madagascar,K,,,,,,,,,,,,,,Not attempted,
Xyloolaena perrieri,K005508279,,,Sarcolaenaceae,Xyloolaena,Xyloolaena perrieri,,,,-13.1082,49.7118,,"Ranirison, P.; Nusbaumer, L.",PR403,2004-02-10 00:00:00,Madagascar,K,,,,,,,,,,,,,,Not attempted,
Xyloolaena perrieri,K005508287,,,Sarcolaenaceae,Xyloolaena,Xyloolaena perrieri,,,,-13.2132,49.7675,,"Gautier, L.; Wohlhauser, S.; Nusbaumer, L.",LG4175,2003-03-02 00:00:00,Madagascar,K,,,,,,,,,,,,,,Not attempted,
Xyloolaena perrieri,K005508285,,,Sarcolaenaceae,Xyloolaena,Xyloolaena perrieri,,,,-13.1334,49.461,,"Rakotoarisoa, S.E. : KMCC; Andriamahay, M. : SNGF",1993,2008-04-24 00:00:00,Madagascar,K,,,,,,,,,,,,,,,
Xyloolaena perrieri,K005508282,,,Sarcolaenaceae,Xyloolaena,Xyloolaena perrieri,,,,-20.0667,44.6667,,"Noyes, R.D.; Harder, D.K.; Rakotobe, E.A.; Razafindrabeaza, T.G.; Abraham, J.P.",1025,1992-03-18 00:00:00,Madagascar,K,,,,,,,,,,,,,,Not attempted,
Xyloolaena perrieri,K005508286,,,Sarcolaenaceae,Xyloolaena,Xyloolaena perrieri,,,,-13.0758,49.5792,,"Randrianaivo, R.; Rakotonandrasana, S.; Rakotondrajaona, R.; Claude, C.; Razanakolona, A.; Benjara, V.; Modeste",1420,2006-12-07 00:00:00,Madagascar,K,,,,,,,,,,,,,,Not attempted,
Xyloolaena perrieri,K005508283,,,Sarcolaenaceae,Xyloolaena,Xyloolaena perrieri,,,,-20.0785,44.6971,,"Andriamahay, M. : SNGF",946,2004-10-18 00:00:00,Madagascar,K,,,,,,,,,,,,,,,
Xyloolaena perrieri,K005508288,,,Sarcolaenaceae,Xyloolaena,Xyloolaena perrieri,,,,-12.605,49.4428,,"Ranaivojaona, R.; et al.",1523,2006-11-07 00:00:00,Madagascar,K,,,,,,,,,,,,,,Not attempted,
Xyloolaena richardii,K005434907,,,Sarcolaenaceae,Xyloolaena,Xyloolaena richardii,,,,-13.7183,50.0978,,"Rabehevitra, D.; Razakamalala, R.; Rakotomamonjy, T.",305,2003-07-15 00:00:00,Madagascar,K,,,,,,,,,,,,,,Not attempted,
Xyloolaena richardii,K005508292,,,Sarcolaenaceae,Xyloolaena,Xyloolaena richardii,,,,-14.1008,5.04778,,"Razafindrakoto, F.Y.; Lowry, P.P.; Birkinshaw, C.; Andrianjafy, N.M.; Georges, B.; Justin, M.",48,2000-05-08 00:00:00,Madagascar,K,,,,,,,,,,,,,,Not attempted,
Xyloolaena richardii,K005434910,,,Sarcolaenaceae,Xyloolaena,Xyloolaena richardii,,,,-15.8833,50.2667,,"Wohlhauser, S.; Kuepfer, P.; Laivao, M.O.; Callmander, M.W.; Arrigo, N.; Bürki, S.",SW495,2003-09-12 00:00:00,Madagascar,K,,,,,,,,,,,,,,Not attempted,
Xyloolaena richardii,K000391043,,,Sarcolaenaceae,Xyloolaena,Xyloolaena richardii,,,,-15.4667,49.7,,"Schatz, G.E.; Villiers, J.F.",1817,1987-12-01 00:00:00,Madagascar,K,,,,,,,,,,,,,,Not attempted,
Xyloolaena richardii,K000300454,,,Sarcolaenaceae,Xyloolaena,Xyloolaena richardii,,,,,,,"Perrier de la Bâthie, J.M.H.A.",15424,1923-06-09 00:00:00,Madagascar,K,K000300454,,,,,,,,,,,,,,
Xyloolaena richardii,K000391041,,,Sarcolaenaceae,Xyloolaena,Xyloolaena richardii,,,,,,,"Baron, R. (Revd.)",6593,,Madagascar,K,,,,,,,,,,,,,,Not attempted,
Xyloolaena richardii,K000391046,,,Sarcolaenaceae,Xyloolaena,Xyloolaena richardii,,,,-16.4167,48.5,,Humbert,18052,1960-01-01 00:00:00,Madagascar,K,,,,,,,,,,,,,,,
Xyloolaena richardii,K006871444,,,Sarcolaenaceae,Xyloolaena,Xyloolaena richardii,,,,-16.7769,49.7161,,"Lehavana, A.",602,2007-06-29 00:00:00,Madagascar,K,K006871444,,,,,,,,,,,,,Not attempted,
Xyloolaena richardii,K006871462,,,Sarcolaenaceae,Xyloolaena,Xyloolaena richardii,,,,-13.9533,50.0017,,"Andriambololonera,S.; Bernard,R.; Rabarimanarivo,R.; Razafindrabe,H.",709,2022-10-25 00:00:00,Madagascar,K,K006871462,,,,,,,,,,,,,Not attempted,
Xyloolaena richardii,K006945716,,,Sarcolaenaceae,Xyloolaena,Xyloolaena richardii,,,,-15.2536,50.4622,,"Rakotoarisoa, S.E.; Andriamahay, M.",SNGF 3972,2017-10-17 00:00:00,Madagascar,K,K006945716,,,,,,,,,,,,,Not attempted,
Xyloolaena richardii,K005434912,,,Sarcolaenaceae,Xyloolaena,Xyloolaena richardii,,,,-13.72,48.0264,,"Tahinarivony, A.J.; Ammann, M.Y.; Madiomanana, M.C.",TAJ227,2009-01-12 00:00:00,Madagascar,K,,,,,,,,,,,,,,Not attempted,
Xyloolaena richardii,K001913803,,,Sarcolaenaceae,Xyloolaena,Xyloolaena richardii,,,,-12.9183,49.3467,,"Burivalova, Z.",ZB181,2010-01-07 00:00:00,Madagascar,K,K001913803,,,,,,,,,,,,,Not attempted,
Xyloolaena richardii,K000753600,,,Sarcolaenaceae,Xyloolaena,Xyloolaena richardii,,,,-14.1426,48.0916,,"Randrianavosoa, H. : SNGF; Rakotoarisoa, S.E. : KMCC",SNGF 3214,2013-03-18 00:00:00,Madagascar,K,K000753600,,,,,,,,,,,,,Not attempted,
Xyloolaena richardii,K005508289,,,Sarcolaenaceae,Xyloolaena,Xyloolaena richardii,,,,-13.4875,48.7492,,"Razafitsalama, L.J.; Ludovic, R.",22,2001-03-01 00:00:00,Madagascar,K,,,,,,,,,,,,,,Not attempted,
Xyloolaena richardii,K000300456,,,Sarcolaenaceae,Xyloolaena,Xyloolaena richardii,,,,13.2833,49.0167,,Service Forestier de Madagascar,3051,1951-03-12 00:00:00,Madagascar,K,,,,,,,,,,,,,,,
Xyloolaena richardii,K005434914,,,Sarcolaenaceae,Xyloolaena,Xyloolaena richardii,,,,-12.9139,49.3214,,"Burivalova, Z.",ZB013,2010-11-07 00:00:00,Madagascar,K,,,,,,,,,,,,,,Not attempted,
Xyloolaena richardii,K000391044,,,Sarcolaenaceae,Xyloolaena,Xyloolaena richardii,,,,,,,"Humbert, H.; Capuron, R.",24206,1950-11-12 00:00:00,Madagascar,K,,,,,,,,,,,,,,Not attempted,
Xyloolaena richardii,K000300455,,,Sarcolaenaceae,Xyloolaena,Xyloolaena richardii,,,,14.1333,48.35,,"Schatz, G.E.",3222,1991-03-23 00:00:00,Madagascar,K,,,,,,,,,,,,,,,
Xyloolaena richardii,K005434909,,,Sarcolaenaceae,Xyloolaena,Xyloolaena richardii,,,,-13.7194,50.0967,,"Rabevohitra, R.; Rabenantoandro, J.; Razakamalala, R.",4575,2003-03-02 00:00:00,Madagascar,K,,,,,,,,,,,,,,Not attempted,
Xyloolaena richardii,K000391039,,,Sarcolaenaceae,Xyloolaena,Xyloolaena richardii,,,,,,,"Capuron, R.",18195SF,1957-09-04 00:00:00,Madagascar,K,,,,,,,,,,,,,,Not attempted,
Xyloolaena richardii,K000936865,,,Sarcolaenaceae,Xyloolaena,Xyloolaena richardii,,,,-16.7703,49.7295,,"Rakotoarisoa, S.E. : KMCC; Andriamahay, M. : SNGF",SNGF 3844,2016-11-28 00:00:00,Madagascar,K,K000936865,,,,,,,,,,,,,,
Xyloolaena richardii,K000391045,,,Sarcolaenaceae,Xyloolaena,Xyloolaena richardii,,,,,,,"Humblot, M.",199,,Madagascar,K,,,,,,,,,,,,,,Not attempted,
Xyloolaena richardii,K005508291,,,Sarcolaenaceae,Xyloolaena,Xyloolaena richardii,,,,-13.7606,47.9853,,"Bernard, R.; et al.",1311,2009-01-22 00:00:00,Madagascar,K,,,,,,,,,,,,,,Not attempted,
Xyloolaena richardii,K000937526,,,Sarcolaenaceae,Xyloolaena,Xyloolaena richardii,,,,-15.2536,50.4623,,"Rakotoarisoa, S.E. : KMCC; Andriamahay, M. : SNGF",SNGF 3972,2017-10-17 00:00:00,Madagascar,K,,,,,,,,,,,,,,,
Xyloolaena richardii,K005434913,,,Sarcolaenaceae,Xyloolaena,Xyloolaena richardii,,,,-13.7781,47.9947,,"Madiomanana, M.C.; Ammann, M.Y.; Tahinarivony, A.J.",MAD226,2009-01-12 00:00:00,Madagascar,K,,,,,,,,,,,,,,Not attempted,
Xyloolaena richardii,K005434911,,,Sarcolaenaceae,Xyloolaena,Xyloolaena richardii,,,,-13.7656,47.9911,,"Ammann, M.Y.; Madiomanana, M.C.; Tahinarivony, A.J.",MYA317,2009-01-22 00:00:00,Madagascar,K,,,,,,,,,,,,,,Not attempted,
Xyloolaena richardii,K005508290,,,Sarcolaenaceae,Xyloolaena,Xyloolaena richardii,,,,-12.9557,49.6942,,"Ranirison, P.",PR647,2004-04-12 00:00:00,Madagascar,K,,,,,,,,,,,,,,Not attempted,
Xyloolaena richardii,K001271177,,,Sarcolaenaceae,Xyloolaena,Xyloolaena richardii,,,,-13.2104,49.0778,,"Andriamahay, M. : SNGF; Rakotoarisoa, S.E. : KMCC",SNGF 3248,2013-10-16 00:00:00,Madagascar,K,K001271177,,,,,,,,,,,,,Not attempted,
Xyloolaena richardii,K000952107,,,Sarcolaenaceae,Xyloolaena,Xyloolaena richardii,,,,-14.1447,48.0908,,"Onjalalaina, G.E.; Rakotonasolo, F.; Rakotoarisoa, S.; Ralimanana, H.; Rabarijaona, N.R.; Andrianarivo, H.; Rabarivola, M.L.",OLG10,2013-09-12 00:00:00,Madagascar,K,,,,,,,,,,,,,,Not attempted,
Xyloolaena richardii,K000300453,,,Sarcolaenaceae,Xyloolaena,Xyloolaena richardii,,,,,,,"Humbert, H.; Capuron, R.",25873,1951-03-31 00:00:00,Madagascar,K,K000300453,,,,,,,,,,,,,,
Xyloolaena richardii,K005434908,,,Sarcolaenaceae,Xyloolaena,Xyloolaena richardii,,,,-12.9552,49.6933,,"Gautier, L.; Chatelain, C.",LG4865,2006-11-19 00:00:00,Madagascar,K,,,,,,,,,,,,,,Not attempted,
Xyloolaena richardii,K005434906,,,Sarcolaenaceae,Xyloolaena,Xyloolaena richardii,,,,,,,"Rasoavimbahoaka, F.; Ravelonarivo, D.",190,1994-03-07 00:00:00,Madagascar,K,,,,,,,,,,,,,,Not attempted,
Xyloolaena sambiranensis,K005434917,,,Sarcolaenaceae,Xyloolaena,Xyloolaena sambiranensis,,,,-13.9667,48.1667,,"Malcomber, S.; Andriatiana, J.; Randriamanpionona, B.",1708,1992-11-15 00:00:00,Madagascar,K,,,,,,,,,,,,,,Not attempted,
Xyloolaena sambiranensis,K005434918,,,Sarcolaenaceae,Xyloolaena,Xyloolaena sambiranensis,,,,-13.9667,48.1667,,"Malcomber, S.; Andriatiana, J.; Randriamanpionona, B.",1708,1992-11-15 00:00:00,Madagascar,K,,,,,,,,,,,,,,Not attempted,
Xyloolaena sambiranensis,K000391040,,,Sarcolaenaceae,Xyloolaena,Xyloolaena sambiranensis,,,,-14.0667,48.2833,,"Totozafy Be, S.",STB555,1996-06-04 00:00:00,Madagascar,K,,,,,,,,,,,,,,Not attempted,
Xyloolaena sambiranensis,K001641302,,,Sarcolaenaceae,Xyloolaena,Xyloolaena sambiranensis,,,,,,,"Rakotonasolo, F.",RNF818,2004-08-13 00:00:00,Madagascar,K,K001641302,,,,,,,,,,,,,Not attempted,
Xyloolaena sambiranensis,K005434915,,,Sarcolaenaceae,Xyloolaena,Xyloolaena sambiranensis,,,,-13.5294,48.6931,,"Rajaovelona, L.; Davis, A.; Briggs, M.; Rakotovao, C.; Rakotonasolo, F.",RJL43,2009-03-22 00:00:00,Madagascar,K,,,,,,,,,,,,,,Not attempted,
Xyloolaena sambiranensis,K000391038,,,Sarcolaenaceae,Xyloolaena,Xyloolaena sambiranensis,,,,-14.0667,48.2833,,"Derleth, P.",160,1994-11-03 00:00:00,Madagascar,K,,,,,,,,,,,,,,Not attempted,
Xyloolaena sambiranensis,K005434916,,,Sarcolaenaceae,Xyloolaena,Xyloolaena sambiranensis,,,,-13.5294,48.6931,,"Rajaovelona, L.; Davis, A.; Briggs, M.; Rakotovao, C.; Rakotonasolo, F.",RJL43,2009-03-22 00:00:00,Madagascar,K,,,,,,,,,,,,,,Not attempted,
Xyloolaena sambiranensis,K000391042,,,Sarcolaenaceae,Xyloolaena,Xyloolaena sambiranensis,,,,-14.0667,48.2833,,"Gautier, L.",LG2984,1996-04-04 00:00:00,Madagascar,K,,,,,,,,,,,,,,Not attempted,
Xyloolaena sambiranensis,K000664030,,,Sarcolaenaceae,Xyloolaena,Xyloolaena sambiranensis,,,,-13.5294,48.6931,,"Rajaovelona, L.; Davis, A.; Briggs, M.; Rakotovao, C.; Rakotonasolo, F.",RJL43,2009-03-22 00:00:00,Madagascar,K,,,,,,,,,,,,,,Not attempted,
