TaxonomicName,CatalogueNumber,Clade,Order,Family,Genus,FullName,VernacularName,TypeStatus,TypeName,DecimalLatitude,DecimalLongitude,Locality,RecordedBy,RecordNumber,CollectionDate,Country,InstitutionCode,ImageFile,Habit,LeafArrangement,LeafForm,LeafVenation,LeafMargin,Stipules,Exudate,StemArmature,Tendrils,LeafSample,DNAextracted,DNAsequenced,DNAnotes,EditedAt
Eremolaena humblotiana,K005434928,,,Sarcolaenaceae,Eremolaena,Eremolaena humblotiana,,,,-17.7278,48.9764,,"Randrianjanaka, L.; Zafy, P.",242,1994-10-26 00:00:00,Madagascar,K,K005434928,,,,,,,,,,,,,Not attempted,
Eremolaena humblotiana,K000391138,,,Sarcolaenaceae,Eremolaena,Eremolaena humblotiana,,,,-17.9,49.2167,,"Capuron, R.",18091,1957-08-20 00:00:00,Madagascar,K,K000391138,,,,,,,,,,,,,,
Eremolaena rotundifolia,K005434934,,,Sarcolaenaceae,Eremolaena,Eremolaena rotundifolia,,,,-24.95,47,,"Randriatafika, F.",759,2007-02-12 00:00:00,Madagascar,K,K005434934,,,,,,,,,,,,,Not attempted,
Eremolaena rotundifolia,K005434929,,,Sarcolaenaceae,Eremolaena,Eremolaena rotundifolia,,,,-24.7703,47.1478,,"Randriatafika, F.; Rabehevitra, D.; Ramison, R.; et al.",777,2007-03-08 00:00:00,Madagascar,K,K005434929,,,,,,,,,,,,,Not attempted,
Eremolaena rotundifolia,K004041664,,,Sarcolaenaceae,Eremolaena,Eremolaena rotundifolia,,,,-16.7122,50.0156,,"Rajaovelona, L.R.; Augustin; Anselme; Baker, W.J.; Eiserhardt, W.; Dennis, P.",RJL 1737,2024-05-14 00:00:00,Madagascar,K,K004041664,,,,,,,,,,,,,Not attempted,
Eremolaena rotundifolia,K005434930,,,Sarcolaenaceae,Eremolaena,Eremolaena rotundifolia,,,,-20.3728,48.5544,,"Razakamalala, R.; Ranaivojaona, R.; Rogers, Z.",1102,2004-04-16 00:00:00,Madagascar,K,K005434930,,,,,,,,,,,,,Not attempted,
Eremolaena rotundifolia,K005434933,,,Sarcolaenaceae,Eremolaena,Eremolaena rotundifolia,,,,-23.195,47.6897,,"Randriatsivery, M.; Rasoafaranaivo, M.; Rakotoarivony, F.",142,2006-02-09 00:00:00,Madagascar,K,K005434933; K005434933_a,,,,,,,,,,,,,Not attempted,
Eremolaena rotundifolia,K005434935,,,Sarcolaenaceae,Eremolaena,Eremolaena rotundifolia,,,,-24.5708,47.21,,"Birkinshaw, C.",1651,2006-05-25 00:00:00,Madagascar,K,K005434935,,,,,,,,,,,,,Not attempted,
Eremolaena rotundifolia,K000391135,,,Sarcolaenaceae,Eremolaena,Eremolaena rotundifolia,,,,,,,s.coll.,13325,,Madagascar,K,K000391135,,,,,,,,,,,,,Not attempted,
Eremolaena rotundifolia,K005434932,,,Sarcolaenaceae,Eremolaena,Eremolaena rotundifolia,,,,,,,"Razakamalala, R.; Rabevohitra, R.; Rakotomamonjy, T.; Gaspard; et al.",391,2003-03-23 00:00:00,Madagascar,K,K005434932,,,,,,,,,,,,,Not attempted,
Eremolaena sp.,K000391136,,,Sarcolaenaceae,Eremolaena,Eremolaena sp.,,,,-17.2167,49.4167,,s.coll.,16893,1957-03-21 00:00:00,Madagascar,K,K000391136,,,,,,,,,,,,,,
Eremolaena sp.,K000391133,,,Sarcolaenaceae,Eremolaena,Eremolaena sp.,,,,-24.7667,47.15,,"Rabevohitra, R.; Dumetz, N.; Gereau, R.",1942,1989-04-26 00:00:00,Madagascar,K,,,,,,,,,,,,,,,
Eremolaena sp.,K000391134,,,Sarcolaenaceae,Eremolaena,Eremolaena sp.,,,,-25.05,46.9333,,"Capuron, R.",11763,1955-02-01 00:00:00,Madagascar,K,K000391134,,,,,,,,,,,,,,
Eremolaena sp.,K000391137,,,Sarcolaenaceae,Eremolaena,Eremolaena sp.,,,,-25.0333,46.9667,,"Dorr, L.J.; Barnett, L.C.; Rakotozafy, A.; Cheek, M.R.; Razafimalala, N.",4050,1985-03-18 00:00:00,Madagascar,K,K000391137,,,,,,,,,,,,,,
Eremolaena darainensis,K001909986,,,Sarcolaenaceae,Eremolaena,Eremolaena darainensis,,,,-12.952,49.6933,,"Ranirison, P.; Nusbaumer, L.",PR 936,2005-02-17 00:00:00,Madagascar,K,K001909986,,,,,,,,,,,,,Not attempted,
Eremolaena humblotiana,K000240309,,,Sarcolaenaceae,Eremolaena,Eremolaena humblotiana,,Unknown,,,,,"Humblot, M.",245,,Madagascar,K,K000240309,,,,,,,,,,,,,,
Eremolaena humblotiana,K006871445,,,Sarcolaenaceae,Eremolaena,Eremolaena humblotiana,,,,-17.705,49.4556,,Gervais.; Andriamanantena.,72,2015-04-07 00:00:00,Madagascar,K,K006871445,,,,,,,,,,,,,Not attempted,
Eremolaena humblotiana,K006871455,,,Sarcolaenaceae,Eremolaena,Eremolaena humblotiana,,,,-17.7097,49.4564,,"Andriamanantena.; Brikinshaw, C.; Miandrimanana, C.; Gervais.",75,2015-05-20 00:00:00,Madagascar,K,K006871455,,,,,,,,,,,,,Not attempted,
Eremolaena humblotiana,K006871456,,,Sarcolaenaceae,Eremolaena,Eremolaena humblotiana,,,,-17.7092,49.4572,,"Birkinshaw, C.; Shatz, G.E.; Antilahimena, S.P.; Gervais.",2079,2015-12-04 00:00:00,Madagascar,K,K006871456,,,,,,,,,,,,,Not attempted,
Eremolaena humblotiana,K000300433,,,Sarcolaenaceae,Eremolaena,Eremolaena humblotiana,,,,,,,"Perrier de la Bâthie, J.M.H.A.",14579,,Madagascar,K,K000300433,,,,,,,,,,,,,,
Eremolaena humblotiana,K005434927,,,Sarcolaenaceae,Eremolaena,Eremolaena humblotiana,,,,,,,Humblot,[245],1882-05-13 00:00:00,Madagascar,K,K005434927,,,,,,,,,,,,,Not attempted,
Eremolaena rotundifolia,K005434931,,,Sarcolaenaceae,Eremolaena,Eremolaena rotundifolia,,,,-20.7278,48.4892,,"Rolland Ranaivojaona; Razakamalala, R.; Rogers, Z.; Stephan; et al.",687,2004-04-24 00:00:00,Madagascar,K,K005434931,,,,,,,,,,,,,Not attempted,
Eremolaena rotundifolia,K005434936,,,Sarcolaenaceae,Eremolaena,Eremolaena rotundifolia,,,,-24.5708,47.21,,"Birkinshaw, C.",1652,2006-05-25 00:00:00,Madagascar,K,K005434936,,,,,,,,,,,,,Not attempted,
Leptolaena sp.,K000300423,,,Sarcolaenaceae,Leptolaena,Leptolaena sp.,,,,,,,"Decary, R.",,1928-02-17 00:00:00,Madagascar,K,K000300423,,,,,,,,,,,,,,
Leptolaena sp.,K000381093,,,Sarcolaenaceae,Leptolaena,Leptolaena sp.,,Type,Leptolaena,,,,"Perrier de la Bâthie, J.M.H.A.",16694,,Madagascar,K,K000381093; K000381093_a,,,,,,,,,,,,,,
Leptolaena sp.,K000240321,,,Sarcolaenaceae,Leptolaena,Leptolaena sp.,,Type,Leptolaena,,,,"Perrier de la Bâthie, J.M.H.A.",3032,1905-07-01 00:00:00,Madagascar,K,K000240321,,,,,,,,,,,,,,
Leptolaena sp.,K005508225,,,Sarcolaenaceae,Leptolaena,Leptolaena sp.,,,,-22.5367,45.3744,,"Ranarivelo, T.; Roberts, D.; Cribb, P.; Razafindraibe, H.",RTI540,2007-02-17 00:00:00,Madagascar,K,K005508225,,,,,,,,,,,,,Not attempted,
Leptolaena sp.,K006920229,,,Sarcolaenaceae,Leptolaena,Leptolaena sp.,,,,,,,"Rakotoarisoa, S.E.; Andriamahay, M.",RSE 368,2005-01-20 00:00:00,Madagascar,K,K006920229,,,,,,,,,,,,,Not attempted,
Leptolaena sp.,K006960302,,,Sarcolaenaceae,Leptolaena,Leptolaena sp.,,,,-22.6286,45.3486,,"Rakotoarisoa,S.E.; Andriamahay,M.",RSE 571,2008-01-23 00:00:00,Madagascar,K,K006960302,,,,,,,,,,,,,Not attempted,
Leptolaena sp.,K006972715,,,Sarcolaenaceae,Leptolaena,Leptolaena sp.,,,,18.9455,48.4195,,"Group1 (George, A.; Kersys, A.; Smith, G.; Ticehurst, M.; Torres--Montagner, L.; Wang, D.; Rakotonirina, N.; Rakotonasoeo, F.)",25,2025-03-21 00:00:00,Madagascar,K,,,,,,,,,,,,,,Not attempted,
Leptolaena sp.,K000240315,,,Sarcolaenaceae,Leptolaena,Leptolaena sp.,,Isotype,,,,,"Perrier de la Bâthie, J.M.H.A.",3011,1910-08-04 00:00:00,Madagascar,K,K000240315,,,,,,,,,,,,,,
Leptolaena sp.,K005508228,,,Sarcolaenaceae,Leptolaena,Leptolaena sp.,,,,-15.6136,47.5892,,"Rajaovelona, L.; Rakotonasolo, F.",RJL167,2010-03-18 00:00:00,Madagascar,K,K005508228,,,,,,,,,,,,,Not attempted,
Leptolaena sp.,K005508259,,,Sarcolaenaceae,Leptolaena,Leptolaena sp.,,,,-20.5841,46.5753,,"Rakotoarisoa, S.E. : KMCC; Andriamahay, M. : SNGF",1901,2008-02-28 00:00:00,Madagascar,K,K005508259,,,,,,,,,,,,,Not attempted,
Leptolaena sp.,K005508226,,,Sarcolaenaceae,Leptolaena,Leptolaena sp.,,,,-24.75,47.3333,,"Zona, S.; Britt, A.; Dransfield, J.; Dransfield, S.; Miavatsara, G.; Randriamboavonjy, T.; Razafitsalama, J.",981,2003-11-01 00:00:00,Madagascar,K,K005508226,,,,,,,,,,,,,Not attempted,
Leptolaena sp.,K000300422,,,Sarcolaenaceae,Leptolaena,Leptolaena sp.,,,,,,,"Perrier de la Bâthie, J.M.H.A.",13604,1924-04-01 00:00:00,Madagascar,K,K000300422,,,,,,,,,,,,,,
Leptolaena sp.,K001913810,,,Sarcolaenaceae,Leptolaena,Leptolaena sp.,,,,,,,"Du Puy, B.D.; Du Puy, D.; Baum, D.",MB271,,Madagascar,K,K001913810,,,,,,,,,,,,,Not attempted,
Leptolaena sp.,K000240320,,,Sarcolaenaceae,Leptolaena,Leptolaena sp.,,Type,Xerochlamys,,,,"Perrier de la Bâthie, J.M.H.A.",1062,1900-06-01 00:00:00,Madagascar,K,K000240320,,,,,,,,,,,,,,
Leptolaena sp.,K005508227,,,Sarcolaenaceae,Leptolaena,Leptolaena sp.,,,,,,,"Baron, R. (Revd.)",6284,,Madagascar,K,K005508227,,,,,,,,,,,,,Not attempted,
Leptolaena sp.,K000489898,,,Sarcolaenaceae,Leptolaena,Leptolaena sp.,,,,-22.275,45.3667,,"Randrianasolo, A.",239,1992-07-06 00:00:00,Madagascar,K,K000489898,,,,,,,,,,,,,,
Leptolaena abrahamii,K000391103,,,Sarcolaenaceae,Leptolaena,Leptolaena abrahamii,,,,,,,"Perrier de la Bâthie, H.",5336,,Madagascar,K,K000391103,,,,,,,,,,,,,,
Leptolaena abrahamii,K000391100,,,Sarcolaenaceae,Leptolaena,Leptolaena abrahamii,,,,-18.9167,48.4167,,"Thouvenot, M.",s.n.,1919-01-01 00:00:00,Madagascar,K,K000391100,,,,,,,,,,,,,,
Leptolaena abrahamii,K005645080,,,Sarcolaenaceae,Leptolaena,Leptolaena abrahamii,,,,-18.8658,48.3056,,"Antilahimena, P.; Marcelin, T.",5901,2007-10-23 00:00:00,Madagascar,K,K005645080,,,,,,,,,,,,,Not attempted,
Leptolaena abrahamii,K000391110,,,Sarcolaenaceae,Leptolaena,Leptolaena abrahamii,,,,,,,s.coll.,14241,1955-06-13 00:00:00,Madagascar,K,K000391110,,,,,,,,,,,,,,
Leptolaena abrahamii,K000391101,,,Sarcolaenaceae,Leptolaena,Leptolaena abrahamii,,,,-18.9167,48.4167,,"Thouvenot, M.",s.n.,1919-06-20 00:00:00,Madagascar,K,K000391101,,,,,,,,,,,,,,
Leptolaena abrahamii,K005645082,,,Sarcolaenaceae,Leptolaena,Leptolaena abrahamii,,,,-18.9167,48.4167,,"Mabberley, D.J.",813,1971-03-29 00:00:00,Madagascar,K,K005645082,,,,,,,,,,,,,Not attempted,
Leptolaena abrahamii,K005645078,,,Sarcolaenaceae,Leptolaena,Leptolaena abrahamii,,,,-18.8119,48.3389,,"Razanatsoa, J.; Antilahimena, P.; Edmond, F.",154,2005-11-10 00:00:00,Madagascar,K,K005645078,,,,,,,,,,,,,Not attempted,
Leptolaena abrahamii,K005645081,,,Sarcolaenaceae,Leptolaena,Leptolaena abrahamii,,,,-18.8586,48.3017,,"Rolland Ranaivojaona; Razanatsoa, H.; Edmond, F.",1068,2005-01-14 00:00:00,Madagascar,K,K005645081,,,,,,,,,,,,,Not attempted,
Leptolaena abrahamii,K005645079,,,Sarcolaenaceae,Leptolaena,Leptolaena abrahamii,,,,-18.85,48.3211,,"Antilahimena, P.; Razanatsoa, H.; Félix",3143,2005-01-14 00:00:00,Madagascar,K,K005645079,,,,,,,,,,,,,Not attempted,
Leptolaena arenaria,K005630024,,,Sarcolaenaceae,Leptolaena,Leptolaena arenaria,,,,-16.0644,47.3647,,"Rakotoarisoa, S.E. : KMCC; Andriamahay, M. : SNGF",1452,2006-07-25 00:00:00,Madagascar,K,K005630024,,,,,,,,,,,,,,
Leptolaena arenaria,K000300427,,,Sarcolaenaceae,Leptolaena,Leptolaena arenaria,,,,,,,"Humbert, H.; Capuron, R.",25931,1951-03-31 00:00:00,Madagascar,K,K000300427,,,,,,,,,,,,,,
Leptolaena arenaria,K004043376,,,Sarcolaenaceae,Leptolaena,Leptolaena arenaria,,,,-17.3861,45.9114,,"Rakotonirina, N.; Rakotonasolo, F.; Rakotoarisoa, A.A.; Andriamanana, R.; Rafalimanana, F.; Jaonarivelo, N.",RNH 1319,2025-05-30 00:00:00,Madagascar,K,,,,,,,,,,,,,,Not attempted,
Leptolaena arenaria,K000489922,,,Sarcolaenaceae,Leptolaena,Leptolaena arenaria,,,,,,,"Capuron, R.",3053,1951-03-12 00:00:00,Madagascar,K,K000489922,,,,,,,,,,,,,,
Leptolaena arenaria,K000300428,,,Sarcolaenaceae,Leptolaena,Leptolaena arenaria,,,,,,,"Perrier de la Bâthie, J.M.H.A.",3030,1906-10-01 00:00:00,Madagascar,K,K000300428,,,,,,,,,,,,,,
Leptolaena arenaria,K000489923,,,Sarcolaenaceae,Leptolaena,Leptolaena arenaria,,,,-13.1833,49.1167,,"Humbert, H.; Cours, G.",32855,1960-02-03 00:00:00,Madagascar,K,K000489923,,,,,,,,,,,,,,
Leptolaena cuspidata,K000664936,,,Sarcolaenaceae,Leptolaena,Leptolaena cuspidata,,,,-14.1767,48.0914,,"Rakotoarisoa, S.E.; Andriamahay, M.; Rajaonarison, R.",424,2006-05-12 00:00:00,Madagascar,K,K000664936,,,,,,,,,,,,,Not attempted,
Leptolaena cuspidata,K000391094,,,Sarcolaenaceae,Leptolaena,Leptolaena cuspidata,,,,,,,"Baron, R.",6283,1892-01-01 00:00:00,Madagascar,K,K000391094,,,,,,,,,,,,,,
Leptolaena cuspidata,K005645087,,,Sarcolaenaceae,Leptolaena,Leptolaena cuspidata,,,,,,,"Decary, M.",s.n.,1939-08-01 00:00:00,Madagascar,K,K005645087; K005645087_a,,,,,,,,,,,,,Not attempted,
Leptolaena cuspidata,K001370156,,,Sarcolaenaceae,Leptolaena,Leptolaena cuspidata,,,,-16.0758,47.3528,,"Rakotoarisoa, A.A.; Randrianasolo, V.; Razafimandimby, H.; Nampiandrazana",MDG 105 83,2018-09-21 00:00:00,Madagascar,K,,,,,,,,,,,,,,Not attempted,
Leptolaena cuspidata,K005645089,,,Sarcolaenaceae,Leptolaena,Leptolaena cuspidata,,,,-13.7833,47.9947,,"Gautier, L.; Ammann, M.Y.; Madiomanana, M.C.; Tahinarivony, A.J.",LG5299,2009-11-03 00:00:00,Madagascar,K,K005645089,,,,,,,,,,,,,Not attempted,
Leptolaena cuspidata,K001037043,,,Sarcolaenaceae,Leptolaena,Leptolaena cuspidata,,,,-14.0947,48.1114,,"Rabarivola, M.L.; Vorontsova, M.S.; Razanatsoa, J.; Onjalalaina, G.E.; Nanjarisoa, O.P.",RML432,2014-05-09 00:00:00,Madagascar,K,K001037043,,,,,,,,,,,,,Not attempted,
Leptolaena cuspidata,K005645090,,,Sarcolaenaceae,Leptolaena,Leptolaena cuspidata,,,,-13.7606,47.9853,,"Bernard, R.; et al.",1317,2009-01-22 00:00:00,Madagascar,K,K005645090,,,,,,,,,,,,,Not attempted,
Leptolaena cuspidata,K005645086,,,Sarcolaenaceae,Leptolaena,Leptolaena cuspidata,,,,-14.0667,48.2833,,"Totozafy Be, S.",STB563,1996-06-06 00:00:00,Madagascar,K,K005645086,,,,,,,,,,,,,Not attempted,
Leptolaena cuspidata,K005645091,,,Sarcolaenaceae,Leptolaena,Leptolaena cuspidata,,,,-13.7664,48.0725,,"Tahinarivony, A.J.; Ammann, M.Y.; Madiomanana, M.C.",TAJ231,2009-01-18 00:00:00,Madagascar,K,K005645091,,,,,,,,,,,,,Not attempted,
Leptolaena cuspidata,K000391091,,,Sarcolaenaceae,Leptolaena,Leptolaena cuspidata,,,,-14.0667,48.2833,,"Derleth, P.",89,1994-08-20 00:00:00,Madagascar,K,K000391091,,,,,,,,,,,,,,
Leptolaena cuspidata,K005645093,,,Sarcolaenaceae,Leptolaena,Leptolaena cuspidata,,,,-14.2667,48.2667,,"Baum, D.; Litovsky, R.; Ranaivojaona, R.",333,1991-11-02 00:00:00,Madagascar,K,K005645093; K005645093_a,,,,,,,,,,,,,Not attempted,
Leptolaena cuspidata,K000240331,,,Sarcolaenaceae,Leptolaena,Leptolaena cuspidata,,Type,Leptolaena cuspidata,,,,"Baron, R.",5835,,Madagascar,K,K000240331,,,,,,,,,,,,,,
Leptolaena cuspidata,K005645083,,,Sarcolaenaceae,Leptolaena,Leptolaena cuspidata,,,,-14.0906,48.0533,,"Cable, S. : Kew; Rakotoarisoa, S.E. : KMCC; Andriamahay, M. : SNGF",1535,2006-10-28 00:00:00,Madagascar,K,K005645083,,,,,,,,,,,,,,
Leptolaena cuspidata,K005645088,,,Sarcolaenaceae,Leptolaena,Leptolaena cuspidata,,,,,,,"Birkinshaw, C.; Antilahimena, P.",1129,2001-11-20 00:00:00,Madagascar,K,K005645088,,,,,,,,,,,,,Not attempted,
Leptolaena cuspidata,K005645085,,,Sarcolaenaceae,Leptolaena,Leptolaena cuspidata,,,,-12.9557,49.6942,,"Ranirison, P.",PR645,2004-04-12 00:00:00,Madagascar,K,K005645085,,,,,,,,,,,,,Not attempted,
Leptolaena cuspidata,K005645092,,,Sarcolaenaceae,Leptolaena,Leptolaena cuspidata,,,,,,,"Gentry, A.",11870,1974-05-22 00:00:00,Madagascar,K,K005645092,,,,,,,,,,,,,Not attempted,
Leptolaena cuspidata,K000240330,,,Sarcolaenaceae,Leptolaena,Leptolaena cuspidata,,Isotype,Leptolaena cuspidata,,,,"Baron, R.",5835,,Madagascar,K,K000240330,,,,,,,,,,,,,,
Leptolaena cuspidata,K005645084,,,Sarcolaenaceae,Leptolaena,Leptolaena cuspidata,,,,,,,"Phillipson, P.",2017,1987-07-01 00:00:00,Madagascar,K,K005645084,,,,,,,,,,,,,Not attempted,
Leptolaena cuspidata,K000753419,,,Sarcolaenaceae,Leptolaena,Leptolaena cuspidata,,,,-13.2083,49.0756,,"Andriamahay, M. : SNGF; Rakotoarisoa, S.E. : KMCC",SNGF 3081,2012-11-16 00:00:00,Madagascar,K,K000753419,,,,,,,,,,,,,Not attempted,
Leptolaena delphinensis,K000391109,,,Sarcolaenaceae,Leptolaena,Leptolaena delphinensis,,,,-24.7833,47.1667,,"McPherson, G.; Dumetz, N.; Rabevohitra, R.",14142,1989-10-17 00:00:00,Madagascar,K,K000391109,,,,,,,,,,,,,,
Leptolaena delphinensis,K005645096,,,Sarcolaenaceae,Leptolaena,Leptolaena delphinensis,,,,-24.9222,47.0397,,"Rabenantoandro, J.; Lowry, P.; Rabevohitra, R.; Randrihasipara, L.; Ramisy, E.",308,2000-10-04 00:00:00,Madagascar,K,K005645096,,,,,,,,,,,,,Not attempted,
Leptolaena delphinensis,K005645097,,,Sarcolaenaceae,Leptolaena,Leptolaena delphinensis,,,,-24.95,47,,"Dumetz, N.; Gereau, R.E.; Rabevohitra, R.",683,1989-04-17 00:00:00,Madagascar,K,K005645097,,,,,,,,,,,,,Not attempted,
Leptolaena delphinensis,K005645099,,,Sarcolaenaceae,Leptolaena,Leptolaena delphinensis,,,,-24.9508,47.0008,,"Rabevohitra, R.; Ramisy, E.; Randriahasipara, L.; Rabenantoandro, J.",3701,2000-09-29 00:00:00,Madagascar,K,K005645099,,,,,,,,,,,,,Not attempted,
Leptolaena delphinensis,K005645095,,,Sarcolaenaceae,Leptolaena,Leptolaena delphinensis,,,,-24.95,47,,"Ramison, R.G.; Armand, M.",322,2007-07-06 00:00:00,Madagascar,K,K005645095,,,,,,,,,,,,,Not attempted,
Leptolaena delphinensis,K005645098,,,Sarcolaenaceae,Leptolaena,Leptolaena delphinensis,,,,-24.9353,47.0283,,"Faliniaina, L.; Rabenantoandro, J.; Ramisy, E.",80,2000-12-21 00:00:00,Madagascar,K,K005645098,,,,,,,,,,,,,Not attempted,
Leptolaena delphinensis,K005645094,,,Sarcolaenaceae,Leptolaena,Leptolaena delphinensis,,,,-24.7833,47.0333,,"Zarucchi, J.L.; Rakotobe, E.; Randrianasolo, A.; Pool, A.",7504,1991-05-26 00:00:00,Madagascar,K,K005645094,,,,,,,,,,,,,Not attempted,
Leptolaena gautieri,K005645111,,,Sarcolaenaceae,Leptolaena,Leptolaena gautieri,,,,-14.3172,49.3178,,"Razakamalala, R.; Rakotovao, C.; Landrie; José",2967,2006-11-17 00:00:00,Madagascar,K,K005645111,,,,,,,,,,,,,Not attempted,
Leptolaena gautieri,K005645108,,,Sarcolaenaceae,Leptolaena,Leptolaena gautieri,,,,-14.4008,49.8519,,"Ravelonarivo, D.; Raharivelo, D.",3560,2010-10-23 00:00:00,Madagascar,K,K005645108,,,,,,,,,,,,,Not attempted,
Leptolaena gautieri,K005645113,,,Sarcolaenaceae,Leptolaena,Leptolaena gautieri,,,,-18.8097,48.3406,,"Ravelonarivo, D.",2461,2007-06-02 00:00:00,Madagascar,K,K005645113,,,,,,,,,,,,,Not attempted,
Leptolaena gautieri,K006871465,,,Sarcolaenaceae,Leptolaena,Leptolaena gautieri,,,,,,,"Ravelonarivo, D.",1271,,Madagascar,K,K006871465,,,,,,,,,,,,,Not attempted,
Leptolaena gautieri,K001899362,,,Sarcolaenaceae,Leptolaena,Leptolaena gautieri,,,,-15.2928,50.3686,,"Razakamalala,Richard; Rakotoarisoa,S.; Antilahimena,P.; Rasolohery,A.",57,2001-02-18 00:00:00,Madagascar,K,,,,,,,,,,,,,,Not attempted,
Leptolaena gautieri,K000391104,,,Sarcolaenaceae,Leptolaena,Leptolaena gautieri,,,,-13.7167,48.3667,,"Perrier de la Bâthie, H.",3091,1909-06-01 00:00:00,Madagascar,K,K000391104,,,,,,,,,,,,,,
Leptolaena gautieri,K005645100,,,Sarcolaenaceae,Leptolaena,Leptolaena gautieri,,,,-18.8611,48.3053,,"Antilahimena, P.",3732,2005-03-16 00:00:00,Madagascar,K,K005645100,,,,,,,,,,,,,Not attempted,
Leptolaena gautieri,K001913807,,,Sarcolaenaceae,Leptolaena,Leptolaena gautieri,,,,-13.7645,47.9737,,"Rasoanaivo, N.S.; Tahinarivony, A.J.",NSR070,2012-06-12 00:00:00,Madagascar,K,K001913807,,,,,,,,,,,,,Not attempted,
Leptolaena gautieri,K005645109,,,Sarcolaenaceae,Leptolaena,Leptolaena gautieri,,,,-15.1292,49.345,,Bernard,828,2008-02-15 00:00:00,Madagascar,K,K005645109,,,,,,,,,,,,,Not attempted,
Leptolaena gautieri,K005645114,,,Sarcolaenaceae,Leptolaena,Leptolaena gautieri,,,,-19.1781,48.54,,"Rakotoarivelo, N.; et al.",347,2010-09-16 00:00:00,Madagascar,K,K005645114,,,,,,,,,,,,,Not attempted,
Leptolaena gautieri,K000664945,,,Sarcolaenaceae,Leptolaena,Leptolaena gautieri,,,,-13.1164,49.6656,,"Rakotoarisoa, S.E.; Andriamahay, M.",433,2006-05-18 00:00:00,Madagascar,K,K000664945,,,,,,,,,,,,,Not attempted,
Leptolaena gautieri,K000391092,,,Sarcolaenaceae,Leptolaena,Leptolaena gautieri,,,,-14.0333,48.3,,"Gautier, L.; Chatelain, C.",2361,1994-06-15 00:00:00,Madagascar,K,K000391092,,,,,,,,,,,,,,
Leptolaena gautieri,K005645106,,,Sarcolaenaceae,Leptolaena,Leptolaena gautieri,,,,-18.8533,48.3133,,"McPherson, G.",17467,1998-02-26 00:00:00,Madagascar,K,K005645106,,,,,,,,,,,,,Not attempted,
Leptolaena gautieri,K005630030,,,Sarcolaenaceae,Leptolaena,Leptolaena gautieri,,,,-13.0823,49.4307,,"Cable, S. : Kew; Rakotoarisoa, S.E. : KMCC; Andriamahay, M. : SNGF",1563,2006-10-31 00:00:00,Madagascar,K,K005630030,,,,,,,,,,,,,,
Leptolaena gautieri,K005645103,,,Sarcolaenaceae,Leptolaena,Leptolaena gautieri,,,,-13.2418,49.5977,,"Gautier, L.; Ranirison, P.",LG4688,2004-03-25 00:00:00,Madagascar,K,K005645103,,,,,,,,,,,,,Not attempted,
Leptolaena gautieri,K000391090,,,Sarcolaenaceae,Leptolaena,Leptolaena gautieri,,Unknown,,-14.0333,48.3,,"Gautier, L.; Be, S.T.",2920,1996-03-29 00:00:00,Madagascar,K,K000391090,,,,,,,,,,,,,,
Leptolaena gautieri,K005645105,,,Sarcolaenaceae,Leptolaena,Leptolaena gautieri,,,,-14.1,48.2833,,"Schatz, G.E.",3233,1991-03-28 00:00:00,Madagascar,K,K005645105,,,,,,,,,,,,,Not attempted,
Leptolaena gautieri,K005645112,,,Sarcolaenaceae,Leptolaena,Leptolaena gautieri,,,,-18.8475,48.3083,,"Rakotovao, C.; Edmond, F.",1718,2005-04-01 00:00:00,Madagascar,K,K005645112,,,,,,,,,,,,,Not attempted,
Leptolaena gautieri,K001913808,,,Sarcolaenaceae,Leptolaena,Leptolaena gautieri,,,,-13.7677,47.9785,,"Rasoanaivo, N.S.; Tahinarivony, A.J.",NSR088,2012-06-14 00:00:00,Madagascar,K,K001913808,,,,,,,,,,,,,Not attempted,
Leptolaena gautieri,K005645110,,,Sarcolaenaceae,Leptolaena,Leptolaena gautieri,,,,-18.4322,48.7861,,"Antilahimena, P.; Félix; Jean, R.",7641,2011-03-18 00:00:00,Madagascar,K,K005645110,,,,,,,,,,,,,Not attempted,
Leptolaena gautieri,K000953681,,,Sarcolaenaceae,Leptolaena,Leptolaena gautieri,,,,-14.0456,48.2964,,"Onjalalaina, G.E.; Vorontsova, M.; Nanjarisoa, O.P.; Razanatsoa, J.; Rabarivola, M.L.",OLG460,2014-05-12 00:00:00,Madagascar,K,K000953681,,,,,,,,,,,,,Not attempted,
Leptolaena gautieri,K000391105,,,Sarcolaenaceae,Leptolaena,Leptolaena gautieri,,,,-14.15,50.1167,,"Perrier de la Bâthie, H.",3023,1909-05-01 00:00:00,Madagascar,K,K000391105,,,,,,,,,,,,,,
Leptolaena gautieri,K005645104,,,Sarcolaenaceae,Leptolaena,Leptolaena gautieri,,,,-13.2157,49.5457,,"Gautier, L.",LG4798,2004-12-01 00:00:00,Madagascar,K,K005645104,,,,,,,,,,,,,Not attempted,
Leptolaena gautieri,K005645115,,,Sarcolaenaceae,Leptolaena,Leptolaena gautieri,,,,-12.9097,49.3178,,"Burivalova, Z.; Ranirison, P.",ZB001,2010-11-06 00:00:00,Madagascar,K,K005645115,,,,,,,,,,,,,Not attempted,
